# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-06 16:11:24.837
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
22.908904,-0.6992,0.8892,-0.4014,1.20
22.917036,-0.4305,0.7160,-0.2566,0.87
22.927917,-0.2015,0.6530,-0.2473,0.73
22.938541,-0.0442,0.6757,-0.3368,0.76
22.950996,0.0100,0.5381,-0.4044,0.67
22.961814,-0.1893,0.3574,-0.1788,0.44
22.975494,-0.2654,0.1929,0.1211,0.35
22.993873,-0.1060,0.1930,-0.2859,0.36
23.003686,-0.3044,0.1504,-0.4096,0.53
23.022202,-0.5782,0.0094,-0.3401,0.67
23.025288,-0.7481,-0.0902,-0.0904,0.76
23.036011,-0.7650,-0.1482,-0.2777,0.83
23.047024,-0.9934,-0.1833,-0.5670,1.16
23.059546,-0.8347,-0.2238,-0.5705,1.04
23.069500,-0.3362,-0.0994,-0.1347,0.38
23.079470,0.0598,0.0411,0.0185,0.07
23.092541,0.1159,0.2956,-0.5738,0.66
23.102779,-0.4925,0.6242,-0.5166,0.95
23.112096,-0.4448,0.7461,-0.2857,0.91
23.124507,-0.1785,0.8107,-0.7967,1.15
23.134081,-0.5022,0.8199,-0.9163,1.33
23.144689,-0.7117,0.8019,-0.7562,1.31
23.156958,-0.9733,0.7144,-0.4877,1.30
23.176939,-1.8600,0.4033,-0.3761,1.94
23.188327,-1.7639,0.2813,-1.0242,2.06
23.199443,0.0925,0.4669,-1.4590,1.53
23.209726,2.2011,0.9222,-1.0463,2.61
23.220186,0.9355,1.4189,-1.1621,2.06
23.233210,-0.6524,1.4925,-1.5805,2.27
23.242724,-0.3440,1.2881,-1.4855,2.00
23.253848,0.1167,1.0439,-1.2704,1.65
23.265935,0.1198,0.8491,-1.4141,1.65
23.274716,0.0402,0.6267,-1.7022,1.81
23.285369,0.2120,0.4020,-1.6751,1.74
23.296468,0.4100,0.2979,-1.4094,1.50
23.312730,0.1813,0.3523,-1.1713,1.24
23.328663,-0.7869,0.4773,-0.5632,1.08
23.342724,-0.6676,0.4367,-0.2930,0.85
23.353070,-0.6784,0.4678,-0.0717,0.83
23.361479,-0.6154,0.4761,0.0888,0.78
23.376609,-0.3123,0.5164,0.1924,0.63
23.387057,0.2762,0.6010,0.3731,0.76
23.394033,0.8092,0.6182,0.5536,1.16
23.406847,1.1186,0.5956,0.6683,1.43
23.416573,1.2017,0.6499,0.7681,1.57
23.426641,1.4312,0.6491,1.0195,1.87
23.437153,1.4036,0.6071,1.0559,1.86
23.450975,0.8971,0.5459,1.0388,1.48
23.461420,0.7910,0.4213,1.1079,1.43
23.469997,0.9931,0.3535,1.2528,1.64
23.486227,1.0126,0.3681,1.4863,1.84
23.502259,1.0961,0.4392,1.9019,2.24
23.514093,1.5181,0.3023,2.0907,2.60
23.525955,1.6224,0.1563,2.2239,2.76
23.536314,1.2001,0.1348,2.2778,2.58
23.549520,0.8929,0.2306,2.6176,2.78
23.559393,0.7673,0.3789,2.7559,2.89
23.568102,0.6357,0.4237,2.9355,3.03
23.577970,0.4254,0.4750,3.2190,3.28
23.591682,0.2319,0.5099,3.6411,3.68
23.601957,0.5322,0.1985,4.0008,4.04
23.610468,0.9646,-0.5201,4.0765,4.22
23.622370,0.9924,-1.0129,3.8786,4.13
23.637475,0.5412,-0.9442,3.7039,3.86
23.653973,-0.0958,-0.5714,3.5031,3.55
23.668204,-0.4052,-0.3247,3.4366,3.48
23.681537,-0.5071,-0.0891,3.4643,3.50
23.691696,-0.2295,0.0008,3.6327,3.64
23.705784,0.3644,-0.4961,3.5948,3.65
23.711574,0.7963,-1.6040,3.3507,3.80
23.718843,0.7471,-2.1691,3.1534,3.90
23.733553,0.5255,-2.2488,3.0084,3.79
23.742619,0.5178,-2.2783,2.8872,3.71
23.751371,0.6235,-2.2723,2.7001,3.58
23.762212,0.5721,-2.1447,2.5924,3.41
23.778154,0.4722,-1.9713,2.4578,3.19
23.794816,0.3162,-1.9918,1.7842,2.69
23.807230,0.4214,-2.6058,1.4235,3.00
23.816511,0.3614,-2.9506,0.9155,3.11
23.827481,0.3254,-2.9104,0.6924,3.01
23.841899,0.5943,-2.7821,0.4720,2.88
23.854135,0.7925,-2.8226,0.3093,2.95
23.859627,0.9165,-3.0666,0.1382,3.20
23.870612,1.0745,-3.3614,-0.0521,3.53
23.886429,0.9776,-3.6892,-0.1410,3.82
23.899059,0.8247,-4.1267,-0.3409,4.22
23.914042,0.7113,-4.9079,-1.0079,5.06
23.926493,0.7582,-4.9156,-1.1933,5.11
23.938062,0.8954,-4.8193,-1.3964,5.10
23.948769,0.9672,-4.6661,-1.6758,5.05
23.957726,0.9692,-4.5358,-1.8737,5.00
23.968256,0.8508,-4.4722,-1.9147,4.94
23.979055,0.6584,-4.4170,-1.9411,4.87
23.993597,0.5824,-4.4237,-1.9951,4.89
24.000598,0.4975,-4.4985,-1.8469,4.89
24.011505,0.2268,-4.5781,-1.6777,4.88
24.024685,0.0868,-4.5353,-1.5719,4.80
24.035786,0.1808,-4.2546,-1.6908,4.58
24.044144,0.2210,-3.8540,-1.7655,4.24
24.059917,-0.0510,-3.5489,-1.7861,3.97
24.076477,-0.3315,-2.9316,-1.8507,3.48
24.087350,-0.4621,-2.6243,-1.9019,3.27
24.102650,-0.6829,-2.3256,-1.9862,3.13
24.109011,-0.8285,-1.9846,-1.9873,2.93
24.120045,-0.9569,-1.7230,-1.8070,2.67
24.133109,-1.0860,-1.5192,-1.6866,2.52
24.144036,-1.3592,-1.3452,-1.5996,2.49
24.156915,-1.5686,-1.2340,-1.7065,2.63
24.165894,-1.6889,-1.0951,-1.8761,2.75
24.174188,-1.8630,-0.9114,-1.9645,2.86
24.185002,-1.8365,-0.7038,-1.9518,2.77
24.199851,-1.7773,-0.5482,-1.9355,2.68
24.206764,-1.6902,-0.3783,-1.8768,2.55
24.217289,-1.5350,-0.2516,-1.8048,2.38
24.228138,-1.5956,-0.1746,-1.7614,2.38
24.240330,-1.7045,-0.1443,-1.6566,2.38
24.260493,-1.9050,0.0041,-1.5197,2.44
24.276193,-2.0050,0.1415,-1.4574,2.48
24.285212,-2.0900,0.2081,-1.3717,2.51
24.297861,-2.0580,0.2174,-1.2741,2.43
24.309698,-2.0471,0.1822,-1.2132,2.39
24.314864,-2.0787,0.2031,-1.2583,2.44
24.325957,-2.0737,0.3031,-1.3198,2.48
24.337083,-1.9606,0.3571,-1.3033,2.38
24.348398,-1.8859,0.3753,-1.2392,2.29
24.358441,-1.8006,0.3295,-1.1823,2.18
24.369018,-1.7322,0.1904,-1.1490,2.09
24.381809,-1.7314,0.0550,-1.1710,2.09
24.402153,-1.8542,-0.0367,-1.1166,2.16
24.416312,-1.9750,-0.0856,-1.1246,2.27
24.427032,-2.0769,-0.1216,-1.1326,2.37
24.434129,-2.0777,-0.1324,-1.1241,2.37
24.445036,-1.9940,-0.0938,-1.1296,2.29
24.457635,-1.9750,-0.0275,-1.1460,2.28
24.468637,-1.9013,0.0255,-1.2204,2.26
24.482248,-1.8958,0.0507,-1.2462,2.27
24.492928,-1.9078,0.0387,-1.3649,2.35
24.510351,-2.0376,-0.1425,-1.4421,2.50
24.526194,-2.0601,-0.3016,-1.4376,2.53
24.536384,-2.0258,-0.4842,-1.4479,2.54
24.542391,-1.8091,-0.6442,-1.4374,2.40
24.554091,-1.4358,-0.6660,-1.5622,2.22
24.567608,-1.1610,-0.6368,-1.6903,2.15
24.580022,-1.0305,-0.7784,-1.8818,2.28
24.589787,-0.8749,-1.0092,-2.0011,2.41
24.598912,-0.7518,-1.2034,-2.0364,2.48
24.607568,-0.5820,-1.4537,-2.0316,2.57
24.618419,-0.3236,-1.7303,-2.0839,2.73
24.632833,-0.1327,-1.9245,-2.3083,3.01
24.650783,0.4251,-1.9822,-2.7548,3.42
24.672246,0.6657,-1.9592,-2.8503,3.52
24.685520,0.8830,-2.0429,-2.9590,3.70
24.699795,1.2629,-2.3247,-3.0857,4.06
24.710508,1.4205,-2.4994,-3.2469,4.34
24.715737,1.5723,-2.6388,-3.3665,4.56
24.726755,1.7753,-2.6879,-3.4586,4.73
24.743843,1.9885,-2.7235,-3.4622,4.83
24.748485,2.0712,-2.8641,-3.4729,4.96
24.759265,2.2426,-3.0466,-3.5237,5.17
24.770193,2.4693,-3.1218,-3.5784,5.35
24.780936,2.6747,-3.2041,-3.6741,5.56
24.791832,2.8925,-3.4396,-3.7135,5.83
24.802606,3.1235,-3.6949,-3.9383,6.24
24.814624,3.4083,-3.8910,-4.1443,6.63
24.824442,3.5321,-4.0478,-4.1495,6.79
24.834946,3.5315,-4.3570,-4.1760,6.99
24.847777,3.4562,-4.7488,-4.2971,7.28
24.858060,3.4350,-5.1697,-4.6354,7.75
24.867578,3.3075,-5.7663,-5.0749,8.36
24.878542,3.1757,-6.3519,-5.6084,9.05
24.890992,3.0627,-6.8117,-5.6554,9.37
24.902472,2.9118,-7.4246,-5.7139,9.81
24.914235,2.7937,-8.3519,-5.6678,10.47
24.923202,2.7678,-9.4364,-5.2802,11.16
24.933482,2.7421,-10.2292,-5.0487,11.73
24.944935,2.6748,-10.7184,-4.7096,12.01
24.955780,2.3615,-11.0992,-4.4233,12.18
24.976174,1.3218,-11.8511,-4.1438,12.62
24.992885,0.7370,-12.3951,-3.7961,12.98
24.997707,0.2455,-12.8577,-3.5178,13.33
25.008653,-0.4796,-13.1451,-2.9749,13.49
25.023916,-1.2399,-13.3728,-2.6738,13.69
25.035258,-1.5900,-13.2875,-2.2439,13.57
25.041029,-1.6930,-12.9561,-1.8045,13.19
25.051895,-2.4030,-12.7736,-1.1965,13.05
25.065170,-3.6382,-12.9840,-0.8608,13.51
25.076445,-4.8744,-13.0797,-0.5779,13.97
25.095233,-6.6257,-12.6491,0.4921,14.29
25.109238,-7.5985,-12.7581,0.7164,14.87
25.120075,-8.1445,-12.5534,0.9890,15.00
25.131758,-8.3262,-12.3483,1.1918,14.94
25.140631,-8.1666,-12.1568,1.5080,14.72
25.149639,-8.3305,-12.0101,1.7174,14.72
25.160179,-8.5212,-11.9882,1.7160,14.81
25.178204,-8.6678,-11.9175,1.7671,14.84
25.193842,-8.4132,-11.3602,1.7423,14.24
25.209014,-8.3056,-11.1711,1.9379,14.05
25.214330,-8.1644,-10.8814,1.7608,13.72
25.225225,-7.9028,-10.2130,1.4048,12.99
25.239013,-7.5319,-9.2790,1.3264,12.02
25.250431,-7.2992,-8.0876,1.4591,10.99
25.258532,-7.2113,-7.0319,1.3214,10.16
25.268454,-6.9029,-6.3655,1.1528,9.46
25.279989,-6.5356,-6.0296,1.5188,9.02
25.290187,-6.3531,-5.6655,1.6393,8.67
25.300906,-5.8891,-4.8207,2.2188,7.93
25.314558,-5.2588,-3.8174,3.0092,7.16
25.324927,-4.9906,-2.9316,3.2211,6.62
25.334250,-4.9368,-2.1678,2.7405,6.05
25.347467,-4.3879,-1.4829,2.6383,5.33
25.357427,-3.6087,-0.9636,2.7149,4.62
25.366712,-2.9341,-0.6443,3.1025,4.32
25.376820,-2.8836,-0.3726,3.8553,4.83
25.389727,-3.1893,0.0605,4.4562,5.48
25.409528,-2.9630,2.0577,3.9295,5.33
25.423143,-2.4138,3.3982,4.1712,5.90
25.434610,-2.1541,4.6467,4.3384,6.71
25.441913,-2.2583,5.9878,4.5985,7.88
25.457549,-2.6324,7.4160,5.4142,9.55
25.465147,-3.2224,9.0189,6.0411,11.32
25.474523,-3.6522,10.7305,6.4928,13.06
25.485830,-3.2693,12.0614,7.2681,14.46
25.497097,-2.3438,12.7953,6.9816,14.76
25.507315,-2.3910,12.7216,6.8417,14.64
25.518104,-3.4172,11.7023,7.1573,14.14
25.532299,-4.2472,10.2722,7.2916,13.29
25.543026,-4.2438,9.2774,7.0503,12.40
25.564066,-2.3360,9.3794,5.7926,11.27
25.572880,-0.9560,10.3518,5.7035,11.86
25.582994,0.0494,11.4691,5.2627,12.62
25.594200,0.2597,12.0318,5.0895,13.07
25.604882,-0.0885,10.9725,5.3714,12.22
25.615196,-1.0708,8.6330,6.6177,10.93
25.628321,-2.4003,5.6074,8.8384,10.74
25.637830,-4.9313,2.0161,11.8091,12.96
25.648140,-11.6496,-2.3134,14.6861,18.89
25.658733,-24.0698,-8.5861,15.6121,29.95
25.671421,-37.2733,-17.0528,13.3966,43.12
25.680620,-45.4295,-23.2459,14.9904,53.19
25.691232,-46.5387,-26.4282,16.3497,55.96
25.702073,-47.5634,-33.0951,14.9698,59.85
25.714868,-45.4826,-46.7890,13.7895,66.69
25.725026,-36.6344,-65.0947,9.9554,75.36
25.739397,-27.3781,-86.2990,7.1355,90.82
25.749783,-10.3228,-108.2418,3.3906,108.79
25.756150,16.2641,-120.3827,-4.4913,121.56
25.773764,45.9778,-113.2955,-19.4069,123.80
25.782272,63.2453,-87.9177,-32.4549,113.06
25.789914,73.8354,-55.1385,-32.0873,97.58
25.799554,57.6124,-28.0650,8.1874,64.61
25.811364,2.3789,-24.2661,-8.9977,25.99
25.826026,-33.2827,-36.7022,-11.3947,50.84
25.834412,-56.6079,-56.5858,-8.4124,80.48
25.847093,-63.8149,-53.5377,-9.6034,83.85
25.855653,-21.2308,-44.2928,-11.1688,50.37
25.864726,-8.5861,-51.9213,-7.3705,53.14
25.876769,-12.2586,-57.6445,-5.6771,59.21
25.892489,-1.0504,-51.8056,-4.1904,51.99
25.901922,8.3883,-44.0663,-2.7587,44.94
25.907970,7.5805,-42.8213,-2.8636,43.58
25.924176,2.1184,-46.5820,-7.7974,47.28
25.931893,0.2719,-47.0659,-14.7214,49.32
25.940653,2.6199,-40.2188,-19.1341,44.62
25.951418,5.4042,-32.1251,-21.3101,38.93
25.967151,5.2663,-25.6179,-22.9669,34.81
25.985513,9.1337,-21.4963,-24.0371,33.52
25.996201,12.7020,-22.2743,-23.1148,34.52
26.005641,18.2630,-24.6092,-21.8842,37.66
26.016413,21.1339,-28.0643,-21.0800,40.97
26.030757,19.0222,-32.2291,-20.7917,42.81
26.040849,18.0493,-35.0640,-19.6079,44.04
26.049029,19.4726,-36.3491,-19.2826,45.52
26.059585,19.2749,-37.5944,-19.9884,46.74
26.072304,16.7102,-35.4314,-20.5804,44.25
26.082748,13.1926,-29.7301,-20.2458,38.31
26.095620,10.1538,-23.0746,-19.2367,31.71
26.105940,7.2041,-17.6282,-18.3792,26.47
26.114128,4.8687,-13.8455,-17.4227,22.78
26.124677,3.5794,-11.0784,-17.4448,20.97
26.141711,2.9524,-7.7034,-17.5703,19.41
26.157044,0.1711,-2.6403,-12.6432,12.92
26.171332,-2.3735,0.0268,-11.1490,11.40
26.179295,-4.0462,2.4503,-10.6088,11.62
26.189636,-5.5443,3.9671,-9.4320,11.64
26.200953,-6.7449,4.5604,-7.9226,11.36
26.211772,-6.0075,4.1634,-5.7439,9.30
26.222207,-6.0789,3.4721,-4.2698,8.20
26.233932,-6.2238,2.8952,-3.3526,7.64
26.247714,-6.8628,3.0019,-1.1382,7.58
26.259167,-9.1799,5.9306,-4.7464,11.92
26.265547,-3.1625,7.1376,-5.2153,9.39
26.279132,4.0631,5.5507,-4.9138,8.45
26.287314,4.8361,4.2204,-3.5412,7.33
26.298065,0.1183,3.4541,-2.7813,4.44
26.308866,-2.1066,1.9853,-1.4762,3.25
26.321956,-2.6446,-0.1756,1.3234,2.96
26.332297,-3.9488,-1.8867,1.8901,4.77
26.346483,-2.3403,-3.8464,5.1293,6.83
26.353933,3.4959,-4.7151,7.8645,9.81
26.364328,8.2460,-4.2047,8.6695,12.68
26.374095,8.4314,-5.0021,7.8381,12.55
26.387783,6.3747,-8.8077,8.4091,13.74
26.398020,8.8986,-12.4266,10.2800,18.42
26.407472,6.7666,-12.1680,12.1285,18.46
26.421153,1.6441,-12.7707,12.2859,17.80
26.429769,0.4686,-13.7108,11.1370,17.67
26.439304,-1.4976,-12.1510,10.2907,15.99
26.453375,-1.9765,-10.8989,10.0304,14.94
26.466281,-2.2593,-10.6601,7.6525,13.32
26.471385,1.1063,-8.2710,5.1975,9.83
26.482412,2.9119,-5.5386,5.9473,8.63
26.496112,2.5578,-4.7487,5.6807,7.83
26.504068,3.1452,-4.8650,4.9229,7.60
26.514749,3.3391,-4.4672,4.8625,7.40
26.525720,2.4465,-3.4166,5.1622,6.66
26.539402,1.9295,-3.6984,5.4107,6.83
26.547911,1.4099,-4.3881,4.7572,6.62
26.558302,0.4575,-3.9605,4.1689,5.77
26.573421,0.9368,-2.4826,3.0258,4.02
26.590654,1.1399,-0.0161,0.6676,1.32
26.605220,1.0188,-0.9040,0.9558,1.66
26.615527,0.8363,-1.9584,1.5882,2.66
26.623164,-0.3578,-1.2568,0.2750,1.34
26.637840,-0.9739,-0.9133,-0.8385,1.58
26.647378,-2.2518,-1.0577,-0.6067,2.56
26.655708,-1.5757,-1.8419,0.3910,2.46
26.666947,-0.2009,-1.5019,-2.1770,2.65
26.682959,-2.0162,0.4373,-3.1253,3.74
26.692102,-3.3776,1.5034,-3.6230,5.18
26.703969,-3.2587,2.2312,-4.9426,6.33
26.720721,-6.3170,4.5893,-5.9948,9.84
26.731566,-7.1963,4.9729,-7.3810,11.45
26.745014,-8.0947,6.0467,-6.5076,12.02
26.754112,-8.5038,6.8823,-5.7241,12.35
26.769353,-7.1328,6.4537,-5.3298,11.00
26.778842,-5.2748,6.0433,-4.7811,9.34
26.786832,-4.0399,5.6533,-4.4165,8.23
26.796600,-3.3673,5.0454,-4.8235,7.75
26.807472,-3.4339,4.4527,-4.3378,7.10
26.822401,-5.3640,4.0384,-3.5357,7.59
26.830829,-7.6110,3.8830,-3.2878,9.16
26.839815,-7.8226,3.9688,-2.9504,9.25
26.850738,-7.1913,3.7281,-2.2437,8.41
26.865208,-7.5948,3.1543,-1.9806,8.46
26.883327,-6.2037,2.2496,-1.2043,6.71
26.895241,-4.2144,1.8322,-0.2595,4.60
26.904919,-2.4356,0.8611,1.1512,2.83
26.917690,-0.8219,-0.3085,2.1556,2.33
26.930731,0.7969,-1.8712,3.6428,4.17
26.939304,2.6270,-4.0941,5.7007,7.49
26.948178,4.3720,-6.8659,7.2386,10.89
26.961855,5.3754,-9.1176,7.8746,13.19
26.969943,5.1597,-10.0462,8.1649,13.94
26.981741,4.9722,-10.0864,8.0726,13.84
26.994449,5.5450,-9.2809,7.7326,13.29
27.010823,5.9377,-7.9285,7.0718,12.17
27.027795,5.6679,-4.0049,6.3154,9.38
27.036028,5.1664,-2.1882,6.1508,8.33
27.047302,3.6765,-0.9935,5.6641,6.83
27.063677,2.8041,0.0529,5.1462,5.86
27.067497,1.9834,1.2697,4.7068,5.26
27.080013,1.1998,2.4604,4.2213,5.03
27.089478,0.6119,3.5399,3.4442,4.98
27.099862,-0.1394,4.6109,2.6284,5.31
27.111692,-0.4130,5.5529,1.9636,5.90
27.122777,-0.0385,6.2799,1.3987,6.43
27.136842,0.3498,6.7758,0.8824,6.84
27.144026,0.4080,6.6884,0.6225,6.73
27.154622,0.6300,6.1735,-0.1762,6.21
27.167057,0.7786,5.6603,-0.5956,5.74
27.178164,1.0417,5.2314,-0.0649,5.33
27.186811,2.4049,4.2644,0.7880,4.96
27.199315,4.7604,2.7923,0.9327,5.60
27.211326,7.8844,1.2087,0.3164,7.98
27.229951,12.8062,-2.3513,-0.0370,13.02
27.241475,12.2290,-3.3855,-0.3396,12.69
27.252793,9.8145,-3.4312,-0.9374,10.44
27.262584,8.2463,-2.6482,-1.4590,8.78
27.274963,5.7705,-2.0230,-1.4782,6.29
27.285501,3.3340,-1.1476,-1.6321,3.89
27.294947,3.0631,0.2399,-1.5908,3.46
27.305774,3.0266,1.6336,-1.8574,3.91
27.316902,2.2163,2.5676,-1.9897,3.93
27.328233,1.2908,3.3800,-2.2282,4.25
27.338471,-0.0218,4.1672,-2.6152,4.92
27.350629,-1.6654,4.9643,-2.8671,5.97
27.360370,-3.3164,5.6101,-3.0330,7.19
27.371635,-4.9833,6.1379,-3.1553,8.51
27.385084,-6.3810,6.5351,-3.2913,9.71
27.394305,-6.9898,6.7878,-3.5523,10.37
27.403839,-7.1256,6.9983,-3.6045,10.62
27.414655,-7.1453,7.1458,-3.3054,10.63
27.427357,-6.8315,7.0226,-2.7835,10.18
27.436451,-6.6411,6.6192,-1.9467,9.58
27.447288,-6.7575,6.1660,-1.4033,9.25
27.457904,-6.6723,5.8994,-1.3798,9.01
27.469287,-6.6231,5.8298,-1.6202,8.97
27.479200,-6.8387,5.9059,-1.9425,9.24
27.490214,-7.0041,6.0047,-2.0993,9.46
27.501967,-7.2867,5.9489,-1.9434,9.61
27.517067,-7.4560,5.6909,-1.8991,9.57
27.528002,-7.5613,5.3220,-1.7013,9.40
27.535921,-7.2891,5.0711,-1.1644,8.96
27.544581,-6.9098,4.7648,-0.5278,8.41
27.555416,-6.4432,4.2696,-0.2127,7.73
27.566365,-5.5213,3.6340,0.3268,6.62
27.578662,-4.2599,2.6486,1.1715,5.15
27.589000,-2.6270,1.5997,2.2503,3.81
27.598713,-0.8500,0.1378,4.5569,4.64
27.611296,1.5115,-2.0438,7.3041,7.73
27.620487,5.4888,-4.2106,8.7160,11.13
27.633813,10.0000,-5.9513,8.9228,14.66
27.643953,12.0121,-7.6403,9.6031,17.17
27.654406,11.5080,-8.8814,10.5014,17.93
27.674490,10.7158,-9.0346,10.0024,17.22
27.687325,12.1087,-8.3918,10.0408,17.83
27.696419,14.1440,-8.0207,10.2611,19.23
27.706817,14.2311,-7.9125,9.3761,18.79
27.734804,13.2173,-6.8874,7.6735,16.76
27.751654,4.9977,0.1456,1.3008,5.17
27.762604,2.3126,1.9781,-0.0804,3.04
27.772131,0.0449,3.6645,-0.8340,3.76
27.788215,-2.0901,5.0989,-1.1641,5.63
27.800265,-3.5349,6.1194,-1.5494,7.23
27.806972,-4.5231,6.5984,-1.9334,8.23
27.819097,-4.8659,6.3990,-2.3874,8.39
27.828593,-4.4954,5.6512,-2.9070,7.78
27.837182,-4.2289,4.9837,-3.2591,7.30
27.847971,-3.8476,4.2871,-3.6156,6.80
27.863962,-3.6076,3.4423,-3.8614,6.31
27.869654,-3.7656,2.7117,-3.9904,6.12
27.880435,-3.9821,2.1935,-3.6508,5.83
27.896321,-4.2099,1.5503,-2.9955,5.39
27.908001,-3.3913,0.4155,-1.8136,3.87
27.918877,-1.1822,-0.9447,-0.1218,1.52
27.927236,2.0163,-2.0077,1.3497,3.15
27.945228,8.4100,-4.0028,2.9123,9.76
27.956107,9.4896,-4.8313,3.8763,11.33
27.970899,9.2389,-4.1169,4.4088,11.03
27.980939,8.4955,-2.6815,4.1492,9.83
27.989123,7.6154,-1.9296,3.8771,8.76
28.006906,7.3386,-1.3250,3.9510,8.44
28.021290,8.3583,-0.1918,3.1387,8.93
28.032619,7.4595,0.8700,1.0350,7.58
28.044681,5.8503,2.6805,-1.7543,6.67
28.055235,3.8399,4.8757,-4.1238,7.45
28.068444,1.6845,6.8509,-4.9063,8.59
28.076225,-0.3932,7.9211,-4.6914,9.21
28.086449,-0.0300,7.1859,-3.8122,8.13
28.097490,3.0199,5.1451,-3.6924,7.02
28.110701,6.9003,2.4939,-3.6130,8.18
28.120755,9.9424,0.3737,-3.4193,10.52
28.129810,10.8853,-0.0692,-3.0338,11.30
28.140214,9.4771,0.5805,-2.6653,9.86
28.157133,7.6376,0.2391,-2.3812,8.00
28.177619,5.4790,-2.0542,-2.2075,6.25
28.188579,3.9201,-2.5099,-2.5205,5.29
28.195005,2.4072,-2.7208,-2.6314,4.49
28.205597,0.6217,-3.0732,-2.6547,4.11
28.224260,-1.7024,-3.9451,-2.5096,4.98
28.227309,-4.1811,-5.0177,-2.5069,7.00
28.238147,-6.1137,-5.7988,-2.6159,8.82
28.250755,-7.7469,-6.0682,-1.9166,10.03
28.259629,-9.2448,-6.7074,-1.3689,11.50
28.270409,-9.8236,-8.0924,-1.4286,12.81
28.281595,-10.4190,-9.9195,-1.7302,14.49
28.295759,-11.5343,-11.8935,-1.6549,16.65
28.308005,-12.1319,-13.2581,-1.8640,18.07
28.330986,-12.0718,-13.2522,-2.0577,18.04
28.335700,-12.2287,-12.5657,-2.3323,17.69
28.352664,-12.4908,-12.1908,-2.5955,17.65
28.359447,-12.2313,-11.8873,-2.9188,17.30
28.369124,-11.6304,-11.2781,-3.2131,16.52
28.380959,-10.9458,-10.3984,-3.3932,15.47
28.393627,-10.1410,-9.8419,-3.4686,14.55
28.406293,-9.3300,-9.6290,-3.4173,13.84
28.412385,-8.3630,-9.2493,-3.0070,12.83
28.423827,-7.4374,-8.5526,-2.6487,11.64
28.438796,-6.6107,-8.0769,-1.9811,10.62
28.456123,-4.4684,-8.8384,0.3280,9.91
28.472878,-2.4278,-9.7529,1.9367,10.24
28.481842,-0.0521,-10.3722,3.3945,10.91
28.488162,2.0312,-10.6096,4.1455,11.57
28.502415,3.4428,-10.1321,5.3865,11.98
28.510071,3.9346,-8.8259,6.6609,11.74
28.520790,4.3962,-7.5674,8.3226,12.08
28.531283,5.0805,-6.8703,10.2523,13.35
28.543098,5.7495,-7.0132,10.8392,14.13
28.555374,5.1409,-7.5819,11.4141,14.64
28.568892,4.0114,-7.4143,11.7763,14.48
28.580734,2.7376,-6.1716,11.9674,13.74
28.596721,2.6282,-5.8264,14.9655,16.27
28.610194,1.8655,-6.2984,15.7965,17.11
28.620345,1.1623,-5.2456,15.7679,16.66
28.629039,-0.0450,-2.8300,14.5887,14.86
28.639881,-0.5667,-0.7505,13.4785,13.51
28.655057,-0.5176,0.4417,12.2398,12.26
28.661395,-0.2160,1.2676,11.3445,11.42
28.676145,-1.0129,1.5331,11.4352,11.58
28.684665,-0.6264,1.5505,12.1760,12.29
28.696805,-0.8683,1.6048,13.0146,13.14
28.704632,-0.5767,1.4309,13.8014,13.89
28.721838,0.5068,1.1115,14.8107,14.86
28.737672,2.1094,0.9615,16.3182,16.48
28.751068,1.5959,0.8501,16.5301,16.63
28.759251,1.7637,0.5716,16.6451,16.75
28.770021,2.5581,1.1117,16.5625,16.80
28.780684,2.8239,1.5706,17.0807,17.38
28.794166,3.7405,0.9851,19.1461,19.53
28.802445,4.7972,-0.6645,21.6423,22.18
28.815613,5.5889,-1.9341,23.9230,24.64
28.831012,6.0673,-2.9830,25.5840,26.46
28.835634,6.8436,-5.3582,26.0675,27.48
28.846063,7.7123,-8.3353,25.9224,28.30
28.863386,8.3535,-11.4161,27.4309,30.86
28.877832,9.2482,-19.3469,34.3215,40.47
28.888478,5.6198,-20.8201,38.0508,43.74
28.901169,-0.6046,-22.1995,41.4673,47.04
28.912205,-8.7333,-25.0882,43.8090,51.23
28.920783,-17.4995,-24.5180,44.0464,53.36
28.934514,-25.8174,-21.7827,44.5972,55.95
28.942449,-35.2828,-25.6175,44.1765,62.07
28.954505,-40.0875,-40.2196,43.1324,71.31
28.968470,-36.0860,-62.1379,38.6707,81.60
28.978795,-29.9786,-84.0914,30.8114,94.44
28.986041,-21.5056,-102.3502,19.2849,106.35
29.003587,-10.2118,-112.6116,5.1622,113.19
29.018637,13.9246,-103.0904,-20.4613,106.02
29.029695,10.1666,-95.5784,-22.8100,98.79
29.040459,-45.7482,-115.2567,21.6083,125.87
29.050860,-33.4808,-111.9813,-57.4112,130.22
29.061592,5.7405,-118.4200,-77.7470,141.78
29.073603,12.8323,-71.7688,-68.3343,99.93
29.083957,4.7798,-51.9626,-50.3939,72.54
29.094229,-2.7016,-42.8773,-29.2746,51.99
29.105948,-17.0665,-36.9202,-10.3459,41.97
29.117431,-39.5084,-54.7177,-3.8386,67.60
29.126759,-36.1772,-55.2073,-9.3179,66.66
29.146962,-19.3891,-44.9848,-7.1903,49.51
29.161726,-6.1223,-44.5470,3.7900,45.13
