# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-06 16:11:24.837
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.484971,1.1719,-0.0258,-0.3133,1.21
0.498954,0.5118,-0.1173,-0.2721,0.59
0.509192,-0.5171,-0.1290,-0.2735,0.60
0.523435,-1.2715,-0.1209,-0.3549,1.33
0.539067,-0.0483,0.1609,-0.2023,0.26
0.558362,-0.0243,0.0979,0.0148,0.10
0.560608,-0.5744,0.0297,0.2052,0.61
0.574042,-0.4353,0.2987,0.0938,0.54
0.583307,-0.3712,0.0641,0.0420,0.38
0.596419,-0.0954,0.2199,-0.1480,0.28
0.606369,0.0777,0.2951,-0.1477,0.34
0.614954,-0.2702,0.0020,0.0264,0.27
0.627527,-0.3914,-0.1889,0.2069,0.48
0.637523,0.0303,-0.3151,0.2567,0.41
0.648239,0.4617,-0.3880,0.2716,0.66
0.658398,0.5740,-0.2940,0.2784,0.70
0.671801,0.2819,-0.0475,0.1962,0.35
0.681478,-1.3606,-0.4959,0.0895,1.45
0.690987,-1.7855,-0.2768,-0.2533,1.82
0.704151,-1.1587,0.5089,-0.0872,1.27
0.723153,0.2423,-0.8477,0.4578,0.99
0.737150,3.2538,2.2752,0.8746,4.07
0.747476,1.7991,-1.7362,-0.7774,2.62
0.755871,-0.1249,-1.1002,-0.5949,1.26
0.768162,-0.0947,2.0749,-0.8469,2.24
0.780670,-1.2180,-1.1902,-0.5318,1.78
0.790129,-0.9664,-0.2756,-0.0736,1.01
0.799147,-1.2727,-0.4305,0.2782,1.37
0.810229,-0.5310,-0.2008,0.1189,0.58
0.820964,0.5559,0.2058,0.2115,0.63
0.831782,0.2781,-0.8298,0.1911,0.90
0.844476,-0.1217,-1.1001,0.1898,1.12
0.864069,0.3043,-0.0761,-0.4689,0.56
0.876941,0.6550,-0.0546,-0.2795,0.71
0.887649,0.9476,-0.0231,0.1114,0.95
0.897663,0.4975,-0.4234,0.2151,0.69
0.907641,0.2005,-0.1835,0.1996,0.34
0.921652,0.1930,-0.1511,0.0578,0.25
0.930685,0.7124,0.1157,-0.0345,0.72
0.940086,0.1404,-0.3294,-0.2080,0.41
0.951136,0.5617,-0.3421,-0.2988,0.72
0.963141,0.5035,-0.3370,-0.1370,0.62
0.973058,0.4725,-0.5980,-0.1097,0.77
0.983428,0.9676,-0.7134,-0.3296,1.25
0.998288,1.2225,-0.6478,-0.3956,1.44
1.015811,-0.6772,-1.7184,-0.5484,1.93
1.033238,0.3636,-1.1061,-0.4647,1.25
1.038716,0.6907,-0.6363,-0.6434,1.14
1.048310,0.6121,-0.1688,-0.8221,1.04
1.061107,0.4604,0.3692,-0.6825,0.90
1.071894,0.0150,0.4688,-0.5047,0.69
1.080705,-0.0425,0.1299,-0.5527,0.57
1.092114,0.1747,-0.3255,-0.7642,0.85
1.102946,0.5605,-0.5064,-0.7663,1.08
1.113957,0.5674,-0.4650,-0.7506,1.05
1.124117,0.2936,-0.4443,-0.6433,0.84
1.136659,0.4476,-0.3191,-0.5326,0.77
1.146507,0.6214,-0.2721,-0.2987,0.74
1.157244,0.5732,-0.2603,-0.0484,0.63
1.170102,0.3798,-0.0396,0.0369,0.38
1.186918,0.0927,0.2308,-0.2253,0.34
1.192116,-0.2530,-0.1707,-0.5740,0.65
1.205188,0.1605,-0.5102,-0.7134,0.89
1.214071,0.7395,-0.4532,-0.6546,1.09
1.221775,0.9356,-0.0816,-0.4644,1.05
1.233714,1.0214,0.3346,-0.3800,1.14
1.250354,0.9175,0.4629,-0.3326,1.08
1.256456,0.3369,0.3423,-0.2031,0.52
1.264767,0.1271,0.2577,-0.1993,0.35
1.276120,0.8100,0.6528,-0.3121,1.09
1.288264,1.1789,0.9598,-0.4420,1.58
1.297802,0.9497,0.8841,-0.4917,1.39
1.308441,0.9360,0.4906,-0.4731,1.16
1.321120,0.9840,0.0410,-0.2972,1.03
1.330486,1.3203,0.1804,0.0390,1.33
1.342901,1.1294,0.2201,0.2837,1.19
1.353417,1.2191,0.3196,0.2724,1.29
1.363696,0.9639,-0.1915,0.1893,1.00
1.376860,1.2750,-0.2362,0.0691,1.30
1.387653,1.0566,-0.5220,0.0044,1.18
1.395619,1.3382,0.1245,-0.0756,1.35
1.405968,0.6898,0.3625,-0.0676,0.78
1.416953,0.1712,0.1512,-0.1909,0.30
1.432803,-0.1139,-0.3789,-0.1478,0.42
1.453720,0.0936,-0.2274,-0.2085,0.32
1.462004,0.1975,-0.4498,-0.3253,0.59
1.471218,0.2527,-0.4427,-0.3129,0.60
1.481973,-0.0272,-0.2607,-0.2514,0.36
1.497760,-0.5605,-0.0339,-0.2614,0.62
1.506775,-0.7297,-0.0170,-0.3975,0.83
1.514319,-0.4896,0.0827,-0.5641,0.75
1.527059,-0.7619,-0.0758,-0.5982,0.97
1.536864,-1.1584,-0.2174,-0.6477,1.34
1.546779,0.0043,1.8750,-0.6505,1.98
1.558699,4.0363,3.0355,-0.9557,5.14
1.570605,1.9891,-1.4768,-1.0804,2.70
1.580450,-0.7978,-2.0362,-1.1739,2.48
1.590219,-0.5740,0.1963,-0.7135,0.94
1.601012,0.9802,1.3574,-0.3865,1.72
1.612602,1.1013,0.0465,-0.3561,1.16
1.622785,0.7588,-0.0256,-0.2152,0.79
1.635546,0.8664,1.0404,-0.2986,1.39
1.644476,0.3010,0.8316,-0.7301,1.15
1.655050,-0.0214,0.5667,-0.9582,1.11
1.666095,0.7117,0.9521,-0.7449,1.40
1.677259,1.2783,0.8141,-0.5249,1.60
1.687794,1.4358,0.5530,-0.3640,1.58
1.698559,0.9956,0.2437,0.0770,1.03
1.714894,0.8256,0.5074,-0.0214,0.97
1.724676,0.8108,0.5435,-0.3941,1.05
1.731035,0.7208,0.3585,-0.4743,0.93
1.746274,0.4986,0.2207,-0.2895,0.62
1.754411,0.2830,0.1264,-0.1415,0.34
1.763579,0.0906,0.0258,-0.2443,0.26
1.774460,0.1220,-0.0475,-0.3080,0.33
1.790020,0.3849,0.0279,-0.2195,0.44
1.801594,0.6058,0.0065,-0.1570,0.63
1.812581,1.0058,0.1549,-0.1312,1.03
1.820531,1.0000,0.3107,-0.2191,1.07
1.828673,0.8849,0.3309,-0.4159,1.03
1.839549,1.0398,0.4740,-0.3704,1.20
1.857666,1.2593,0.8485,-0.3067,1.55
1.871979,0.8519,1.2071,-0.3244,1.51
1.882675,0.9851,0.9411,-0.1500,1.37
1.896160,1.0266,0.4711,0.2125,1.15
1.905254,0.9472,0.2639,0.4176,1.07
1.915238,1.0092,0.3997,0.3266,1.13
1.929890,0.8356,0.4691,0.1780,0.97
1.940200,0.5288,0.4187,0.1183,0.68
1.953339,0.3019,0.3559,0.1807,0.50
1.962594,0.3087,0.2191,0.3014,0.48
1.969638,0.5694,0.0600,0.2596,0.63
1.980208,0.6084,0.0721,0.1184,0.62
1.991189,0.3813,0.1744,0.0544,0.42
2.005727,0.0929,0.2220,0.0143,0.24
2.017258,0.1790,0.4039,-0.0322,0.44
2.028148,0.2036,0.4440,0.0703,0.49
2.049022,0.2124,0.3876,0.1024,0.45
2.060355,-0.4822,0.2832,-0.1839,0.59
2.069056,-0.7994,0.2761,-0.4167,0.94
2.077970,-0.5339,0.3862,-0.1687,0.68
2.088906,-0.2268,0.3297,0.2019,0.45
2.104853,-0.5068,-0.1463,0.4134,0.67
2.114531,-0.9250,-0.5844,0.6560,1.28
2.121158,-1.1303,-0.6687,0.9157,1.60
2.132064,-1.7165,-0.7743,1.0764,2.17
2.145931,-2.6456,-1.1750,1.2419,3.15
2.156324,-3.2860,-1.5620,1.2271,3.84
2.169247,-3.1140,-1.3930,1.1737,3.61
2.187052,-2.2041,-0.4113,0.8958,2.41
2.197258,-1.8416,0.0232,0.6055,1.94
2.214665,-0.3016,0.8598,0.3889,0.99
2.225735,1.5203,-0.4676,0.4955,1.67
2.229872,1.2278,-1.1883,0.7790,1.88
2.243014,-0.9507,-0.5936,0.8217,1.39
2.252756,-2.0079,-0.4235,0.0783,2.05
2.262149,-2.1630,-1.1688,-0.5708,2.52
2.274665,-1.0659,-1.4376,-0.3421,1.82
2.285264,-0.1009,-0.7445,0.2020,0.78
2.295348,-1.1519,0.1103,-0.2279,1.18
2.305373,-0.3658,-0.0821,-0.2037,0.43
2.316460,0.8618,-0.7367,0.1990,1.15
2.327288,0.5448,-1.0755,0.4899,1.30
2.338062,-0.3143,-0.4979,0.4008,0.71
2.350577,-0.9241,0.7263,-0.0655,1.18
2.360852,-0.7356,1.2448,-0.2880,1.47
2.381239,-0.8327,0.2240,0.1071,0.87
2.400119,-0.4097,-0.2492,0.1846,0.51
2.410895,-0.1519,-0.4904,0.3941,0.65
2.425823,0.0525,-0.4907,0.7794,0.92
2.436054,-1.1347,-0.5886,0.8068,1.51
2.446472,-2.2027,-0.8885,0.6381,2.46
2.456932,-1.9080,-1.1302,0.5615,2.29
2.473130,-1.6593,-1.4365,0.8202,2.34
2.478670,-0.8700,-1.4774,1.0239,2.00
2.489766,0.3453,-0.8523,0.8267,1.24
2.505356,0.7253,-0.1251,0.3377,0.81
2.513925,0.0188,0.2344,0.0327,0.24
2.522085,-0.6563,-0.0988,-0.1365,0.68
2.536710,-0.8193,-0.3555,-0.0813,0.90
2.543966,-0.2468,-0.1129,0.2150,0.35
2.554758,0.1487,0.0267,0.3874,0.42
2.565479,0.1534,0.0269,0.4809,0.51
2.576585,0.2112,0.0326,0.3515,0.41
2.587164,-0.3423,-0.2911,0.2541,0.52
2.598342,-0.4516,-0.1565,0.2056,0.52
2.610128,-0.1844,-0.1298,0.1474,0.27
2.620117,-0.2142,-0.2831,0.2197,0.42
2.630561,-0.2118,-0.6443,0.1770,0.70
2.646236,-0.1413,-0.5903,0.1031,0.62
2.658314,0.0726,-0.1961,0.1200,0.24
2.674127,-0.7780,-0.5697,0.2299,0.99
2.685171,-0.7827,-0.5716,0.2754,1.01
2.695329,-0.3190,-0.4874,0.2361,0.63
2.706344,-0.0889,-0.6119,0.0841,0.62
2.720139,-0.0612,-0.7733,-0.0580,0.78
2.730291,0.2074,-0.5943,-0.2138,0.66
2.743260,0.2920,-0.5520,-0.3283,0.71
2.751217,-0.7236,-0.9875,-0.3432,1.27
2.760640,-0.1097,-0.6814,-0.1915,0.72
2.771865,0.1912,-0.2943,-0.2017,0.40
2.787232,-0.3444,-0.4919,-0.2775,0.66
2.803928,0.3682,0.0966,-0.2873,0.48
2.815148,-0.1330,0.2791,-0.2800,0.42
2.827409,-0.1923,0.3059,-0.4053,0.54
2.836732,-0.1353,0.1341,-0.4381,0.48
2.847412,-0.1453,0.2777,-0.4990,0.59
2.862822,0.1757,0.5263,-0.5624,0.79
2.868914,0.5286,0.6222,-0.4684,0.94
2.879873,0.8695,0.5524,-0.3791,1.10
2.893637,0.5634,0.1573,-0.1919,0.62
2.901877,-0.2629,-0.4802,-0.1699,0.57
2.912419,-0.2647,-0.4479,-0.2870,0.59
2.923391,0.5141,-0.2183,-0.1954,0.59
2.937588,0.6143,-0.3506,-0.0509,0.71
2.955549,0.5342,-0.8279,0.3808,1.06
2.973803,0.3780,-0.6031,0.4694,0.85
2.983963,-0.5501,-0.7400,0.5751,1.09
2.988193,-1.5665,-0.7625,0.5919,1.84
3.002491,-1.5626,-0.1586,0.5209,1.65
3.010183,-1.6254,0.5030,0.4327,1.76
3.020713,-0.4575,0.4755,-0.1237,0.67
3.031468,0.6596,0.3776,-0.0522,0.76
3.043441,0.8193,1.0057,-0.1829,1.31
3.058345,0.6960,1.4648,-0.2574,1.64
3.074799,0.5895,-0.0531,-0.2430,0.64
3.089038,0.6762,-0.2794,-0.0345,0.73
3.099902,0.9627,0.3930,0.0678,1.04
3.108595,0.5619,1.0165,0.0156,1.16
3.118239,-0.0818,0.9638,-0.1046,0.97
3.128944,-0.1728,0.4344,-0.0997,0.48
3.139817,-0.0351,0.0252,0.0214,0.05
3.150894,-0.2048,-0.0381,0.1316,0.25
3.161384,-0.2721,-0.1232,0.0861,0.31
3.172295,-0.0105,-0.1754,0.0667,0.19
3.183925,0.2880,-0.2432,0.1896,0.42
3.194092,0.3425,-0.2679,0.2052,0.48
3.204895,-0.1018,-0.2003,-0.0093,0.22
3.221846,-0.5694,-0.2285,-0.2227,0.65
3.231998,-0.5653,-0.5075,-0.1591,0.78
3.248493,0.2989,-0.2880,0.2233,0.47
3.264064,-0.2253,0.5048,0.1409,0.57
3.274466,-0.3179,3.7711,-0.1753,3.79
3.286033,1.7823,1.3590,-0.6430,2.33
3.294344,2.4723,-1.7632,-0.3746,3.06
3.302563,0.8094,-1.0593,0.0877,1.34
3.314254,0.4456,0.1833,0.0057,0.48
3.326032,0.0520,0.4814,-0.1853,0.52
3.335842,0.2291,0.4149,-0.1008,0.48
3.345595,0.7759,0.1332,0.2932,0.84
3.356898,0.3891,-0.3911,0.5419,0.77
3.367519,-0.1633,-0.7184,0.4438,0.86
3.378298,-0.3788,-0.8789,0.3998,1.04
3.389175,-0.1003,-0.6672,0.3995,0.78
3.401531,0.1168,-0.3251,0.3501,0.49
3.410931,0.1751,-0.0701,0.1517,0.24
3.421715,0.2002,0.1344,-0.0704,0.25
3.436524,0.1477,0.2984,-0.1907,0.38
3.447720,0.1131,0.1609,-0.3067,0.36
3.459582,0.1822,0.1533,-0.2816,0.37
3.468140,0.2430,0.0415,-0.2880,0.38
3.486618,0.1565,0.0343,-0.1948,0.25
3.503143,0.2277,0.1086,-0.2634,0.36
3.513649,0.2914,0.2589,-0.4112,0.57
3.519007,0.2668,0.1712,-0.5102,0.60
3.530068,0.1115,0.0555,-0.4074,0.43
3.545514,-0.1450,-0.1472,-0.2100,0.29
3.551652,-0.2890,-0.1765,-0.0535,0.34
3.562461,-0.1068,-0.2590,-0.0300,0.28
3.576153,-0.1455,-0.4815,0.0388,0.50
3.584315,-0.0169,-0.3400,0.0384,0.34
3.594919,0.0924,0.0338,-0.0728,0.12
3.606002,-0.2589,-0.1875,-0.3533,0.48
3.616835,-0.3901,-0.3004,-0.4361,0.66
3.627750,-0.0504,-0.1142,-0.2675,0.30
3.638299,0.1670,-0.0066,-0.1887,0.25
3.651274,0.2158,-0.1338,-0.3074,0.40
3.661665,-0.0429,-0.2007,-0.2871,0.35
3.676737,-0.5988,-0.5131,-0.2331,0.82
3.686764,-0.5971,-0.3349,-0.2412,0.73
3.692508,-0.5904,-0.3252,-0.3511,0.76
3.703559,-0.5815,-0.1514,-0.4530,0.75
3.719477,-0.3849,0.0789,-0.5459,0.67
3.730021,-0.3173,0.0139,-0.6959,0.76
3.736956,-0.2567,-0.0039,-0.8328,0.87
3.751140,-0.2747,0.0734,-0.6645,0.72
3.760229,-0.2135,0.0657,-0.5743,0.62
3.768485,-0.0417,0.1508,-0.7206,0.74
3.779049,0.3972,0.2380,-0.9054,1.02
3.793520,0.7095,0.0771,-0.9817,1.21
3.803588,0.2020,-0.1490,-0.9507,0.98
3.811577,-0.6967,-0.1446,-0.8959,1.14
3.826796,-1.0377,0.1114,-1.0005,1.45
3.834695,-0.7123,0.1873,-1.0406,1.27
3.844199,-0.2788,0.2918,-1.0004,1.08
3.855109,-0.6155,0.2732,-0.9031,1.13
3.870285,-0.9900,0.4586,-0.6207,1.26
3.887708,-1.4248,0.5958,0.2360,1.56
3.907209,-2.0592,0.3672,0.2588,2.11
3.912677,-2.8658,-0.4003,-0.0382,2.89
3.925789,-2.6244,-0.5061,-0.8390,2.80
3.933812,-3.4321,0.1304,-0.4030,3.46
3.941836,-3.1815,-0.5203,0.1593,3.23
3.954843,-2.6774,-1.3059,0.8622,3.10
3.966462,-1.8236,-1.3607,0.8757,2.44
3.976100,-0.5853,-0.9283,0.5684,1.24
3.985331,-0.2994,-0.5810,0.4951,0.82
3.996073,-0.5748,-0.7029,0.5343,1.05
4.009237,-0.3430,-0.9434,0.6850,1.22
4.018434,0.0304,-0.8357,0.7132,1.10
4.030366,0.2131,-0.6099,0.4045,0.76
4.040948,0.4166,-0.3979,0.1470,0.59
4.050978,0.5701,-0.1802,-0.2547,0.65
4.061384,0.9371,0.0952,-0.6984,1.17
4.075095,1.1939,0.2731,-0.9599,1.56
4.082646,1.3083,0.3139,-1.1684,1.78
4.094287,1.5179,0.1871,-1.1909,1.94
4.104414,1.8520,0.0566,-1.0056,2.11
4.119269,2.1328,-0.1657,-0.6419,2.23
4.131126,2.1942,-0.3317,-0.7073,2.33
4.137810,2.3379,-0.0750,-0.9594,2.53
4.149470,1.5576,-0.1183,-1.4316,2.12
4.158494,0.6379,-0.5475,-1.4508,1.68
4.169560,-0.1116,0.0447,-1.2210,1.23
4.180627,-0.3194,0.3765,-1.5150,1.59
4.191219,0.3441,0.5394,-1.4921,1.62
4.201907,1.0162,-0.1822,-1.1725,1.56
4.213852,0.3666,-0.4719,-0.7402,0.95
4.224424,-0.9217,-0.0493,-0.4843,1.04
4.234589,-0.2206,-0.5054,-0.1523,0.57
4.245553,0.4652,-0.8790,0.1292,1.00
4.260636,0.6291,-0.8203,0.1273,1.04
4.271357,0.5142,-0.4249,0.0518,0.67
4.288612,-0.4902,0.4024,-0.3742,0.74
4.303822,-1.0790,0.8356,-0.8460,1.61
4.314755,-1.2415,0.5033,-0.8593,1.59
4.324766,-0.5287,0.3008,-0.6961,0.92
4.333668,0.2406,0.2984,-0.8175,0.90
4.342722,0.9980,-0.1391,-1.1511,1.53
4.354420,0.8482,-0.3327,-1.3030,1.59
4.365337,0.3640,0.0163,-1.5171,1.56
4.376023,0.6142,0.1614,-1.6684,1.79
4.386250,1.0314,-0.2342,-1.7676,2.06
4.399672,-0.0841,0.3493,-1.6221,1.66
4.409238,-0.3390,0.1085,-1.3370,1.38
4.418667,-0.1160,-0.5744,-1.1488,1.29
4.429401,0.4179,-0.6041,-1.0449,1.28
4.441260,0.8502,-0.1993,-0.9039,1.26
4.462280,1.0684,0.1859,-0.7057,1.29
4.478010,1.7324,0.0203,-0.5002,1.80
4.488228,2.4953,-0.2636,-0.4062,2.54
4.494388,2.5139,0.2762,-0.2379,2.54
4.509772,2.3134,0.3172,-0.1542,2.34
4.518245,1.9165,0.4131,0.1807,1.97
4.527064,1.3374,0.8774,0.5302,1.69
4.537822,1.1067,1.0649,0.9205,1.79
4.554601,0.8232,1.3905,1.0800,1.94
4.570546,1.3602,1.3923,1.1978,2.29
4.582112,2.2044,1.3239,1.2092,2.84
4.592014,2.7942,1.2653,1.1344,3.27
4.605484,2.1178,1.9199,0.6558,2.93
4.616199,1.3723,2.0516,0.2513,2.48
4.625319,0.5254,2.1116,0.3060,2.20
4.635372,1.0514,2.1038,0.1492,2.36
4.646185,1.7764,2.3903,0.1067,2.98
4.658342,2.1872,2.3364,-0.0500,3.20
4.668032,2.0177,2.6712,-0.5766,3.40
4.681566,2.2028,2.8655,-1.1868,3.80
4.690806,2.1790,2.7335,-1.5352,3.82
4.700336,1.8208,2.5756,-2.0517,3.76
4.711229,1.7527,2.5229,-2.7567,4.13
4.724307,1.9246,2.3537,-2.9850,4.26
4.733865,2.1883,1.8561,-2.6974,3.94
4.743704,1.9533,1.9141,-2.2437,3.54
4.754666,1.0700,2.5041,-1.7110,3.22
4.765489,-0.0584,3.3370,-1.5330,3.67
4.776227,-2.3282,3.8760,-1.2723,4.70
4.787069,-3.8194,3.9108,-0.7269,5.51
4.798329,-2.4980,3.4195,-0.3699,4.25
4.808850,-1.4031,4.2454,-2.5099,5.13
4.819588,1.6941,2.7964,-2.9647,4.41
4.832099,2.8324,1.4573,-2.1289,3.83
4.843425,2.6224,1.4061,-1.4570,3.31
4.852045,1.6581,2.1569,-1.1675,2.96
4.864924,0.4023,2.3446,-1.1876,2.66
4.874227,-0.1992,1.8883,-1.3867,2.35
4.884652,-0.1019,1.6386,-1.5055,2.23
4.895554,0.0340,1.5992,-1.2969,2.06
4.907576,-0.0780,1.3120,-0.9428,1.62
4.917228,-0.2003,0.8394,-0.6541,1.08
4.928050,-0.2765,0.4647,-0.4905,0.73
4.939968,-0.3362,0.0949,-0.3349,0.48
4.949612,-0.3551,-0.5903,-0.0962,0.70
4.960999,-0.1876,-1.5412,0.2961,1.58
4.973465,0.0830,-2.3119,0.7139,2.42
4.983180,0.3837,-2.7659,1.1397,3.02
4.994053,0.4740,-3.1340,1.6329,3.57
5.006458,0.2885,-3.4499,2.0556,4.03
5.025521,-0.2648,-3.2330,2.0273,3.83
5.038719,-0.4648,-2.7607,2.0270,3.46
5.048320,-0.3389,-2.4783,2.3136,3.41
5.058366,0.0380,-2.4963,2.5374,3.56
5.070697,0.1498,-2.7511,2.6159,3.80
5.081355,0.2109,-3.0007,2.6782,4.03
5.090577,0.3926,-3.0105,2.6891,4.06
5.101326,0.3834,-2.8935,2.9514,4.15
5.111957,0.0320,-2.7561,2.9180,4.01
5.124991,-0.0816,-2.6770,2.7265,3.82
5.136110,0.1778,-2.5304,2.5373,3.59
5.144721,0.3991,-2.1357,2.6589,3.43
5.157405,0.3890,-1.6747,2.5877,3.11
5.177018,-0.1820,-1.3216,2.8190,3.12
5.191720,-0.4183,-1.3574,2.3953,2.78
5.198836,-0.5874,-1.2988,1.9960,2.45
5.210113,-0.6938,-1.2974,1.8219,2.34
5.223660,-0.5965,-1.6139,1.8115,2.50
5.232533,-0.6927,-1.9439,1.5560,2.58
5.242143,-0.8023,-2.1927,1.8261,2.96
5.254148,-0.6041,-2.3005,2.2103,3.25
5.266951,-0.2678,-2.2562,2.2748,3.22
5.274477,-0.1339,-2.1105,2.4037,3.20
5.285795,-0.4655,-1.8421,2.1537,2.87
5.299730,-0.5838,-1.6832,1.7118,2.47
5.310202,-0.4835,-1.5504,1.2437,2.05
5.324158,-0.3815,-1.4642,1.0598,1.85
5.333715,-0.3139,-1.4661,1.0249,1.82
5.342591,-0.0430,-1.5319,1.1991,1.95
5.350602,0.3014,-1.7703,1.3059,2.22
5.361620,0.3222,-1.9324,1.2614,2.33
5.373796,-0.0673,-1.8133,0.9619,2.05
5.383251,-0.2677,-1.7104,1.3434,2.19
5.394440,-0.7075,-1.8199,0.9506,2.17
5.406390,-0.1023,-1.7278,-0.9086,1.95
5.417056,-0.1101,-1.4590,0.3393,1.50
5.426997,0.0522,-1.6724,0.8377,1.87
5.439319,0.0741,-1.8823,1.0785,2.17
5.448271,-0.4815,-2.0356,1.1844,2.40
5.458818,-0.6952,-2.3015,0.9358,2.58
5.469707,-0.8504,-2.5035,0.7853,2.76
5.482589,-1.0627,-2.7632,1.0249,3.13
5.493444,-0.5757,-2.8869,0.2948,2.96
5.502470,-0.0318,-2.8785,0.4352,2.91
5.514959,0.2660,-2.9838,0.0982,3.00
5.525201,0.9266,-3.1538,-0.5531,3.33
5.540007,1.1107,-3.3876,-0.2499,3.57
5.556397,0.8411,-3.9082,0.2563,4.01
5.567259,0.2380,-4.4405,0.4953,4.47
5.577988,0.3949,-4.6737,0.2994,4.70
5.590315,-0.0515,-4.4399,0.6313,4.48
5.600208,-0.5085,-4.3856,0.5102,4.44
5.610756,-1.1113,-4.3732,1.0650,4.64
5.622463,-1.7784,-3.9815,0.6541,4.41
5.632511,-1.1846,-3.4620,0.5707,3.70
5.643073,-0.3706,-2.9400,1.0209,3.13
5.656302,0.1550,-2.8016,1.4267,3.15
5.666085,0.1999,-3.1649,1.6704,3.58
5.675641,0.0521,-3.5673,1.1520,3.75
5.686435,0.1118,-3.5422,1.2308,3.75
5.699491,0.3678,-3.1721,1.7320,3.63
5.710011,0.7057,-2.8793,1.8718,3.51
5.723800,0.5416,-2.5274,2.0860,3.32
5.733254,-0.1386,-2.0620,2.0541,2.91
5.741703,-0.5017,-1.7601,1.6918,2.49
5.751423,-0.1733,-1.9701,1.4336,2.44
5.767595,0.7159,-2.5113,1.2729,2.91
5.774273,1.2046,-2.6217,0.8432,3.01
5.784262,1.1279,-2.1445,0.5314,2.48
5.799007,0.9184,-1.6334,0.5298,1.95
5.806516,0.5885,-1.3714,0.6920,1.64
5.816406,0.3955,-1.2633,0.5852,1.45
5.827405,0.4685,-1.1558,0.6005,1.38
5.843248,0.5775,-1.0171,0.7947,1.41
5.849264,0.4260,-0.9556,0.9850,1.44
5.859881,0.0059,-1.0859,1.0432,1.51
5.874854,-0.2438,-1.2630,0.9652,1.61
5.887597,-0.3769,-1.2564,0.9810,1.64
5.895055,-0.3289,-1.2432,1.1284,1.71
5.906612,-0.0423,-1.2171,1.1441,1.67
5.915344,0.1712,-1.0630,1.1636,1.59
5.924909,0.2461,-0.7862,1.0569,1.34
5.935577,0.2321,-0.5673,0.9116,1.10
5.952063,0.2257,-0.4638,1.0162,1.14
5.968385,0.1804,-0.1862,0.9810,1.01
5.982026,0.3802,-0.0619,0.9460,1.02
5.992204,0.3871,0.1994,0.7678,0.88
6.006126,0.3436,0.4618,0.5801,0.82
6.015216,0.3923,0.6573,0.5079,0.92
6.023370,0.3239,0.7597,0.4596,0.95
6.034056,0.2589,0.7126,0.4301,0.87
6.048912,0.3080,0.6366,0.4422,0.83
6.060307,0.3970,0.6537,0.3830,0.86
6.065712,0.3725,0.7271,0.3637,0.89
6.080050,0.1958,0.7762,0.2571,0.84
6.088085,0.1708,0.7693,0.1548,0.80
6.098427,0.2743,0.7483,-0.0312,0.80
6.109957,0.2623,0.7591,-0.0212,0.80
6.121892,0.2400,0.8095,0.2542,0.88
