# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-06 16:15:12.802
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001487,0.3864,0.4453,-0.0761,0.59
0.015045,-0.2404,0.4566,0.1097,0.53
0.030492,-0.6324,0.6867,0.4671,1.04
0.042158,-0.8462,0.1864,0.5692,1.04
0.053594,-0.6920,0.0256,0.0108,0.69
0.063080,0.5601,0.4878,-0.0524,0.74
0.073843,0.7355,0.7354,-0.0184,1.04
0.084864,0.4758,0.7384,0.1423,0.89
0.095839,0.2545,0.4361,0.1942,0.54
0.106384,0.2505,0.1764,0.1286,0.33
0.117342,0.0183,0.2763,0.2300,0.36
0.128434,-0.4529,0.4977,0.4232,0.79
0.139468,-0.7168,0.5702,0.4587,1.02
0.151389,-0.5078,0.5476,0.3741,0.84
0.160688,-0.2585,0.5586,0.2577,0.67
0.171653,-0.2036,0.5953,0.3776,0.73
0.182983,-0.2422,0.5950,0.5304,0.83
0.193729,-0.3909,0.6259,0.5396,0.91
0.204319,-0.6028,0.6537,0.6863,1.12
0.214790,-0.9067,0.6012,0.7934,1.35
0.225799,-1.0655,0.5413,0.7779,1.43
0.236634,-0.9901,0.5621,0.8407,1.42
0.247492,-0.9549,0.6558,0.8282,1.42
0.258465,-0.8543,0.6978,0.7344,1.33
0.269504,-0.7200,0.7072,0.6460,1.20
0.280500,-0.6799,0.7203,0.5421,1.13
0.304242,-0.6769,0.7227,0.4155,1.07
0.323167,-0.6003,0.3118,-0.0427,0.68
0.334232,-0.6181,0.0725,-0.2701,0.68
0.344759,-0.6240,-0.1833,-0.5783,0.87
0.355593,-0.5470,-0.4559,-0.9246,1.17
0.370193,-0.4432,-0.7924,-1.1403,1.46
0.377757,-0.2961,-1.2465,-1.6626,2.10
0.388325,-0.4983,-1.6597,-2.4310,2.99
0.400972,-0.4750,-1.8802,-3.1507,3.70
0.416359,-0.2373,-1.7141,-3.5235,3.93
0.431704,-0.2531,-1.2693,-5.2260,5.38
0.442335,0.1368,-1.3262,-6.4615,6.60
0.453634,0.6848,-1.4481,-8.1320,8.29
0.464222,0.9940,-1.7090,-7.8206,8.07
0.475015,1.7135,-2.2218,-7.0588,7.60
0.486211,2.1421,-2.1512,-6.5292,7.20
0.496962,1.6620,-1.8396,-4.6825,5.30
0.507922,1.4880,-1.5687,-4.6312,5.11
0.518084,2.3026,-1.4774,-3.3694,4.34
0.529521,2.8101,-1.3595,-1.4946,3.46
0.542871,2.4998,-1.0699,-0.2574,2.73
0.556103,1.6580,-0.7486,0.6559,1.93
0.561690,1.0862,-0.4055,0.6716,1.34
0.573458,1.1265,-0.1550,1.0155,1.52
0.584201,1.9798,0.0381,0.9188,2.18
0.597897,2.4859,0.3484,1.7535,3.06
0.608205,1.8491,0.8867,2.0086,2.87
0.626896,0.6272,1.5041,-0.3450,1.67
0.637916,0.7601,1.8395,-1.9083,2.76
0.650543,0.6635,2.3177,-3.1925,4.00
0.662953,1.3135,2.7324,-4.9267,5.78
0.669868,3.3871,2.8599,-5.8129,7.31
0.681215,6.4192,2.5671,-5.0884,8.58
0.692815,8.4143,2.3397,-4.4986,9.82
0.705383,8.5271,2.4027,-3.6039,9.56
0.715923,6.3220,2.6209,-4.5910,8.24
0.724379,3.2649,2.7152,-6.7221,7.95
0.735643,-0.9596,2.6141,-5.7987,6.43
0.746158,-4.1425,1.8957,-0.5636,4.59
0.758433,-6.5698,0.5050,2.8395,7.17
0.769458,-6.9121,-1.1614,3.4002,7.79
0.778453,-7.1083,-2.7925,7.4187,10.65
0.789277,-6.6831,-5.1679,7.9686,11.61
0.800009,-3.0913,-6.8408,8.5217,11.36
0.810898,-0.9914,-5.7646,9.5150,11.17
0.821928,1.0743,-1.5427,4.4896,4.87
0.833765,3.5529,2.7760,-0.6046,4.55
0.844200,5.4454,5.1078,-4.0037,8.47
0.854333,6.4082,5.8394,-6.1900,10.65
0.866117,7.3441,5.9312,-9.2724,13.23
0.878027,9.0065,6.2478,-7.9446,13.54
0.887146,6.5975,5.5004,-1.1762,8.67
0.897703,-0.7638,2.4944,4.5016,5.20
0.908479,-5.7342,-0.8997,3.3660,6.71
0.920637,-3.1265,-2.8121,0.0050,4.21
0.929967,0.6451,-2.1500,-1.3039,2.60
0.941165,1.0484,-0.3202,-2.1166,2.38
0.951579,1.3206,0.3866,-2.3447,2.72
0.962598,2.4597,-0.2791,-2.0779,3.23
0.975420,3.7783,-1.2323,-1.5266,4.26
0.987414,5.2793,-1.8935,-2.6523,6.20
0.994890,6.0135,-1.8479,-5.3249,8.24
1.006221,5.4708,-1.1852,-5.2083,7.65
1.016920,2.6420,-0.9751,-1.3382,3.12
1.030038,1.2311,-1.7511,0.5250,2.20
1.041361,2.7294,-2.9320,-0.4529,4.03
1.053146,3.3796,-3.6965,-1.0673,5.12
1.060323,2.0898,-3.4253,-1.1268,4.17
1.070923,1.2834,-2.6477,-0.8019,3.05
1.085177,1.7048,-2.3535,-0.6929,2.99
1.100597,2.2898,-2.1999,-0.8051,3.28
1.103482,1.6808,-2.1741,0.1524,2.75
1.114008,0.2382,-2.5879,0.3320,2.62
1.126224,-1.1753,-2.7640,0.6635,3.08
1.141090,-1.9029,-2.6381,0.8470,3.36
1.150280,-0.6189,-2.4589,0.1473,2.54
1.157910,0.2178,-2.1585,-0.3468,2.20
1.168689,-0.8210,-2.1819,0.1186,2.33
1.179437,-0.8948,-3.0600,0.9986,3.34
1.192948,0.0106,-4.0431,0.7382,4.11
1.207251,0.6610,-4.3719,-0.0948,4.42
1.211909,0.7562,-4.2093,0.0779,4.28
1.223513,0.7238,-4.1594,0.3559,4.24
1.233668,0.6173,-4.3351,0.0221,4.38
1.244290,0.5423,-4.5161,-0.2783,4.56
1.255568,0.3515,-4.7314,-0.1863,4.75
1.272047,-0.0109,-4.8664,-0.2194,4.87
1.287969,-0.6360,-4.7322,-0.1387,4.78
1.300436,-0.9127,-4.4669,-0.1505,4.56
1.316451,-1.1927,-4.1075,-0.3845,4.29
1.325141,-1.1312,-3.7094,-0.6238,3.93
1.332784,-1.1326,-3.4350,-0.5490,3.66
1.341832,-1.4118,-3.2812,-0.5659,3.62
1.353593,-1.3667,-3.1592,-0.6439,3.50
1.366272,-1.3302,-2.8882,-0.4251,3.21
1.376221,-1.8189,-2.4898,-0.2897,3.10
1.385590,-1.7915,-2.0387,-0.5140,2.76
1.396039,-1.3898,-1.6429,-0.5111,2.21
1.410177,-1.1509,-1.4212,-0.3571,1.86
1.423846,-0.7596,-1.4409,-0.0503,1.63
1.439264,-0.7034,-1.6156,0.6439,1.88
1.450445,-0.6712,-1.7958,1.5806,2.48
1.461345,-0.5594,-2.2450,2.1441,3.15
1.471757,-0.4260,-2.9079,2.2764,3.72
1.482759,0.8740,-3.3537,2.2555,4.13
1.493937,2.0479,-3.4591,2.5514,4.76
1.504817,2.0153,-3.2064,3.1396,4.92
1.516925,1.8234,-2.8346,3.5710,4.91
1.528488,2.0141,-2.5093,4.4159,5.46
1.539685,1.3964,-2.1661,4.9127,5.55
1.548394,0.6680,-1.9436,4.8587,5.28
1.558545,0.0002,-1.8658,5.4567,5.77
1.569933,-0.5841,-1.6197,5.2249,5.50
1.583826,-0.6837,-1.0014,5.1475,5.29
1.595993,-0.9914,-0.2057,5.2705,5.37
1.614128,0.3419,0.7612,6.5684,6.62
1.624104,0.8638,1.0463,5.9563,6.11
1.637564,0.3421,1.2148,5.2176,5.37
1.645005,-0.0693,1.2575,4.9915,5.15
1.656749,0.3696,1.4501,4.8260,5.05
1.667084,0.4521,2.0092,4.7633,5.19
1.677816,-0.5328,2.7242,4.0530,4.91
1.688584,-0.6173,3.3880,3.6073,4.99
1.699917,0.2661,3.6370,3.2236,4.87
1.710519,1.5414,3.5383,2.8353,4.79
1.721424,2.1290,3.2538,2.6026,4.68
1.733318,2.0862,2.7507,2.5562,4.30
1.745085,1.9242,2.2463,2.9185,4.16
1.756126,2.0144,2.0208,3.2813,4.35
1.775313,1.5726,2.4780,2.6716,3.97
1.786477,1.6382,2.5828,2.0364,3.67
1.798261,1.5125,2.4653,1.5579,3.29
1.808096,1.2619,2.2350,1.0191,2.76
1.819059,1.1920,2.0222,0.6748,2.44
1.829881,0.9999,1.7455,0.6608,2.12
1.840914,1.0513,1.3018,0.9852,1.94
1.854405,0.9851,0.8669,1.4044,1.92
1.863517,0.8395,0.4564,1.8730,2.10
1.873597,0.8240,0.0904,2.3083,2.45
1.884078,0.9315,-0.2514,2.5911,2.76
1.894389,1.1389,-0.5474,2.6155,2.90
1.905860,1.1058,-0.7273,2.6405,2.95
1.916312,1.1356,-0.9128,2.5991,2.98
1.928194,1.3937,-1.0549,2.2240,2.83
1.939445,1.2209,-0.9054,1.7007,2.28
1.948745,0.8035,-0.5200,1.6088,1.87
1.959690,0.2555,-0.2107,2.1086,2.13
1.970545,-0.2261,-0.1968,3.0643,3.08
1.981280,0.1098,-0.5277,4.4048,4.44
1.993071,0.4656,-1.2615,6.4499,6.59
2.003011,-0.0470,-2.1272,6.8484,7.17
2.017461,0.1589,-2.9657,5.3983,6.16
2.029097,0.6815,-2.7588,3.7515,4.71
2.035282,-1.7056,-0.3428,1.6484,2.40
2.046743,-4.7802,2.4410,-0.0114,5.37
2.057492,-6.8875,4.8158,-1.2834,8.50
2.070845,-6.7606,5.3556,-2.0740,8.87
2.081149,-4.2856,1.8579,1.5065,4.91
2.090080,-1.8087,-1.9323,4.0270,4.82
2.100818,0.3436,-4.4647,4.2536,6.18
2.111296,1.1696,-4.8379,3.0663,5.85
2.125804,0.4259,-3.3611,2.8545,4.43
2.136683,1.2804,-2.0308,2.5438,3.50
2.154587,5.2083,-1.9674,-0.6254,5.60
2.167492,6.3041,-1.7507,-1.1311,6.64
2.182295,6.5731,-1.5201,-0.7122,6.78
2.190491,5.6349,-1.0411,-0.0842,5.73
2.197867,4.1174,-0.1436,0.1707,4.12
2.208912,3.0857,0.5591,0.0188,3.14
2.220018,2.2954,0.4521,-0.5649,2.41
2.230727,1.7438,-0.7008,-0.1825,1.89
2.242208,0.8327,-1.5262,0.1555,1.75
2.254042,0.8046,-1.1994,1.0667,1.80
2.264129,0.8345,-0.2316,1.6936,1.90
2.275492,0.7595,-0.0048,2.5287,2.64
2.284990,0.0097,-0.6904,2.9886,3.07
2.295854,-1.0846,-1.4954,1.8570,2.62
2.306675,-1.3247,-1.7774,0.6974,2.32
2.316842,-0.9517,-1.5179,0.0926,1.79
2.327847,-0.9457,-0.9833,-0.9796,1.68
2.339211,-1.1094,-0.5019,-1.4769,1.91
2.350684,-0.2555,-0.5967,-1.5821,1.71
2.360356,0.6962,-1.3119,-1.1320,1.87
2.371610,1.2356,-2.3917,-0.8707,2.83
2.383278,2.1994,-3.0398,-1.5380,4.06
2.397430,2.8453,-2.7420,-1.5536,4.25
2.405211,2.2003,-1.8451,-1.6890,3.33
2.415523,0.9556,-0.9302,-2.4719,2.81
2.426381,-0.6300,-0.3881,-2.4024,2.51
2.436254,-1.8710,-0.4725,-2.1732,2.91
2.447153,-1.5187,-1.0050,-2.2008,2.86
2.458373,-1.1362,-0.9268,-2.9473,3.29
2.469142,-1.4808,-0.0062,-3.3057,3.62
2.480507,-1.9581,0.7497,-3.2333,3.85
2.493718,-1.7894,0.6451,-3.3239,3.83
2.502022,-1.4885,0.2536,-2.9993,3.36
2.513297,-1.3202,0.0289,-2.3052,2.66
2.523429,-1.0984,0.1222,-2.0156,2.30
2.533878,-0.7971,0.4186,-1.6604,1.89
2.544626,-0.6779,0.5371,-1.1748,1.46
2.558070,-0.7091,0.2741,-0.7511,1.07
2.576393,-0.8349,0.0063,-0.6400,1.05
2.588025,-1.0154,0.3986,-1.8171,2.12
2.599269,-0.4118,0.5379,-1.6222,1.76
2.609770,0.5756,0.4303,-1.0056,1.24
2.620537,1.1211,0.2785,-0.1130,1.16
2.631416,1.0548,0.1593,0.5003,1.18
2.642241,1.2958,0.2183,-0.0451,1.31
2.654423,1.6567,0.4709,-1.2486,2.13
2.664144,1.4803,0.5729,-1.6155,2.26
2.675208,0.9517,0.3997,-1.4650,1.79
2.685513,-0.1687,0.2369,-1.4045,1.43
2.696775,-1.6450,-0.1154,-0.4775,1.72
2.710352,-2.1799,-0.6007,0.1995,2.27
2.728819,-1.0383,-0.8405,1.7692,2.22
2.739978,-2.0289,-0.4826,1.5182,2.58
2.757469,-3.2011,0.1743,0.8794,3.32
2.766238,-3.1327,0.5779,0.4142,3.21
2.773818,-1.6846,0.0255,0.0257,1.68
2.783149,-1.0512,-0.5940,0.2780,1.24
2.793989,-0.8416,-0.6394,0.7377,1.29
2.805841,-1.1092,0.1045,-0.1657,1.13
2.817003,-1.2691,0.5672,-0.8645,1.64
2.826775,-0.9360,0.2093,-0.6112,1.14
2.838331,-0.0790,-0.6779,0.2932,0.74
2.848198,0.1246,-1.2200,0.7302,1.43
2.859107,-0.3710,-1.1776,0.7625,1.45
2.869863,-0.7309,-0.9941,0.8229,1.48
2.881303,-0.6855,-1.0237,0.5644,1.36
2.895002,-0.6546,-1.3071,0.3290,1.50
2.904924,-1.0191,-1.5558,0.4325,1.91
2.913713,-1.1135,-1.6094,0.4876,2.02
2.923959,-0.7285,-1.6716,0.3825,1.86
2.934870,-0.2896,-1.7045,0.2037,1.74
2.945617,0.0730,-1.6675,-0.0380,1.67
2.956879,0.2067,-1.5467,-0.3018,1.59
2.970426,0.1669,-1.3524,-0.5173,1.46
2.979321,0.0971,-1.1967,-0.5879,1.34
2.988789,0.1986,-1.1777,-0.5919,1.33
2.999758,0.3695,-1.1411,-0.5209,1.31
3.010614,0.5098,-1.0734,-0.5054,1.29
3.022359,0.5751,-1.1261,-0.6132,1.41
3.033757,0.8243,-1.2761,-0.5907,1.63
3.043242,0.9693,-1.2337,-0.5172,1.65
3.054966,0.9055,-1.0548,-0.3826,1.44
3.064986,0.8069,-1.0676,-0.3660,1.39
3.075821,0.8086,-1.2206,-0.3579,1.51
3.086458,0.8605,-1.1588,-0.3205,1.48
3.098196,0.8591,-1.2614,-0.4126,1.58
3.110759,0.9853,-1.3002,-0.4760,1.70
3.122207,1.1190,-1.0535,-0.3789,1.58
3.140906,0.9546,-0.8093,-0.6748,1.42
3.151741,1.0380,-0.4527,-0.6485,1.30
3.163490,0.8234,-0.1055,-0.6519,1.06
3.173757,0.5672,0.2018,-0.7145,0.93
3.184165,0.5297,0.4563,-0.5905,0.92
3.194876,0.5205,0.7207,-0.4726,1.01
3.205837,0.6244,1.0173,-0.3972,1.26
3.216602,0.8703,1.0950,-0.2970,1.43
3.227345,1.0416,1.0537,-0.2342,1.50
3.238367,1.3137,1.0784,-0.1849,1.71
3.249226,1.8577,1.0955,-0.0707,2.16
3.259877,2.2233,1.0500,0.1798,2.47
3.271896,2.1586,1.0935,0.3174,2.44
3.282841,2.1713,1.1453,0.4916,2.50
3.296955,2.1953,1.0363,0.7178,2.53
3.303273,2.1722,0.8153,0.9249,2.50
3.314020,2.2303,0.6528,1.1107,2.58
3.324872,2.3887,0.6229,1.1784,2.74
3.335842,2.7116,0.6029,1.3221,3.08
3.346685,2.9307,0.5719,1.2121,3.22
3.358662,3.0100,0.5712,1.0188,3.23
3.368210,3.0993,0.5998,0.9417,3.29
3.379795,2.9929,0.7154,0.8387,3.19
3.390111,2.8732,0.9859,0.6754,3.11
3.400534,2.7992,1.3091,0.5824,3.14
3.411563,2.5257,1.4391,0.6366,2.98
3.422621,2.2238,1.4057,0.5799,2.69
3.433558,2.1444,1.3605,0.5698,2.60
3.444025,2.1050,1.2146,0.6380,2.51
3.454996,2.0699,1.0170,0.8379,2.45
3.466191,2.1577,0.8094,0.9907,2.51
3.476711,2.2671,0.6612,1.1698,2.64
3.489152,2.1293,0.5694,1.2694,2.54
3.502149,2.0657,0.3572,1.3685,2.50
3.509223,2.0434,0.1023,1.4790,2.52
3.521267,2.0567,0.0970,1.4832,2.54
3.530830,2.0900,0.3752,1.4451,2.57
3.541832,1.8700,0.6996,1.3284,2.40
3.553788,1.5631,0.9182,1.1819,2.16
3.564199,1.2460,0.9906,1.1016,1.94
3.576757,0.8836,0.9689,0.7958,1.53
3.587283,0.8207,0.9757,0.7006,1.45
3.595856,0.8574,0.9459,0.6002,1.41
3.606683,0.7105,0.6603,0.5390,1.11
3.617604,0.6657,0.2546,0.5861,0.92
3.629067,0.7558,0.0010,0.8123,1.11
3.639257,0.7442,-0.2579,0.9292,1.22
3.650203,0.5467,-0.6095,0.9347,1.24
3.660905,0.3115,-0.9450,0.9310,1.36
3.672162,0.2324,-1.2321,0.8361,1.51
3.684150,0.3117,-1.5608,0.6415,1.72
3.695763,0.4384,-1.9750,0.6456,2.12
3.704652,0.4680,-2.4536,0.7003,2.59
3.715243,0.4115,-2.9125,0.4773,2.98
3.725905,0.2612,-3.3768,0.3750,3.41
3.737304,0.1573,-3.7859,0.3613,3.81
3.747624,0.2754,-4.1174,0.2923,4.14
3.758510,0.3393,-4.3100,0.1196,4.33
3.773772,0.1937,-4.4688,0.0370,4.47
3.785698,-0.1336,-4.6810,-0.1671,4.69
3.801734,-0.4293,-4.9047,-0.2833,4.93
3.815221,-0.7966,-5.0387,-0.4247,5.12
3.830628,-1.0190,-5.0372,-0.5344,5.17
3.838807,-1.1987,-4.9007,-0.6198,5.08
3.846880,-1.4387,-4.7056,-0.7153,4.97
3.857705,-1.7605,-4.5424,-0.9759,4.97
3.867309,-2.0461,-4.4056,-1.1812,5.00
3.887426,-2.2363,-4.2699,-1.3034,4.99
3.899226,-2.3339,-4.1118,-1.4393,4.94
3.910080,-2.4940,-4.1903,-1.4046,5.07
3.923527,-2.5842,-4.2033,-1.2967,5.10
3.936969,-2.8132,-4.1913,-1.1488,5.18
3.944896,-3.1195,-4.2647,-1.1272,5.40
3.953663,-3.4543,-4.3075,-1.0764,5.63
3.964422,-3.7723,-4.2530,-1.0858,5.79
3.975193,-3.9045,-4.1172,-1.1446,5.79
3.987277,-4.0134,-3.9620,-1.0734,5.74
4.000067,-4.2849,-3.7479,-1.1337,5.80
4.007931,-4.3930,-3.4145,-1.2957,5.71
4.018612,-4.2886,-3.0958,-1.4491,5.48
4.029607,-4.2471,-2.9134,-1.1345,5.27
4.040284,-4.4527,-2.6300,-1.3149,5.34
4.051059,-4.3823,-2.5626,-1.3517,5.25
4.063496,-4.3947,-2.5709,-0.9110,5.17
4.074646,-4.6400,-2.4484,-0.8782,5.32
4.083523,-4.7735,-2.3873,-0.8293,5.40
4.098186,-4.9809,-2.3071,-0.5226,5.51
4.113488,-4.9025,-2.2474,-0.3580,5.41
4.126771,-4.7311,-2.0446,-0.2713,5.16
4.138002,-4.7564,-1.9095,-0.2668,5.13
4.149794,-4.7402,-1.7721,-0.2375,5.07
4.159498,-4.6661,-1.6912,0.0263,4.96
4.170290,-4.6388,-1.6242,0.1093,4.92
4.181018,-4.5617,-1.5813,0.1756,4.83
4.192945,-4.5336,-1.6438,0.3445,4.83
4.204654,-4.4824,-1.7455,0.3702,4.82
4.214450,-4.1988,-1.7351,0.4701,4.57
4.224519,-4.0196,-1.6010,0.5221,4.36
4.235358,-3.9560,-1.4089,0.3048,4.21
4.252343,-3.9517,-1.3437,0.3141,4.19
4.268179,-3.9893,-1.3473,0.3118,4.22
4.278977,-3.9899,-1.2698,0.3043,4.20
4.289498,-3.7906,-1.2245,0.5659,4.02
4.300120,-3.7255,-1.2645,0.6459,3.99
4.311627,-3.6378,-1.3034,0.6438,3.92
4.323483,-3.4893,-1.3714,0.7332,3.82
4.333219,-3.3295,-1.4771,0.8228,3.73
4.344314,-3.1857,-1.5246,0.7787,3.62
4.357109,-2.9374,-1.4040,0.6436,3.32
4.366725,-2.9385,-1.1614,0.4065,3.19
4.377915,-3.1144,-1.0890,0.2858,3.31
4.387230,-2.9429,-1.2450,0.2643,3.21
4.397830,-2.6479,-1.4490,0.2712,3.03
4.408599,-2.4227,-1.5764,0.3220,2.91
4.422178,-2.1548,-1.6849,0.4456,2.77
4.431027,-1.9916,-1.8261,0.4074,2.73
4.441112,-1.8212,-1.8925,0.3427,2.65
4.453195,-1.7253,-1.9164,0.3542,2.60
4.473542,-1.9130,-1.9586,0.2036,2.75
4.484626,-1.9508,-1.9059,0.0102,2.73
4.495602,-1.7774,-1.8145,-0.1413,2.54
4.507875,-1.6577,-1.7900,-0.3433,2.46
4.519505,-1.6519,-1.8397,-0.6074,2.55
4.527974,-1.3238,-2.0483,-0.4845,2.49
4.538784,-1.1047,-2.3122,-0.3881,2.59
4.549548,-1.0369,-2.4795,-0.3549,2.71
4.561123,-1.0924,-2.6170,-0.3124,2.85
4.575332,-1.2146,-2.8098,-0.4099,3.09
4.593818,-1.0484,-3.0305,-0.1983,3.21
4.604372,-1.0472,-3.0249,-0.4381,3.23
4.614478,-0.8425,-2.9588,-0.4225,3.11
4.625674,-0.6270,-2.8777,-0.5536,3.00
4.637148,-0.3193,-2.9235,-0.7655,3.04
4.648578,-0.0793,-3.0232,-0.9479,3.17
4.657968,0.1622,-3.0259,-1.0113,3.19
4.669082,0.2800,-3.0602,-1.1118,3.27
4.679522,0.3560,-3.1832,-0.9626,3.34
4.690541,0.5219,-3.3394,-0.8777,3.49
4.701319,0.7213,-3.4139,-1.0042,3.63
4.713412,0.7969,-3.3621,-1.1100,3.63
4.722873,0.8682,-3.3372,-1.0772,3.61
4.733865,1.0175,-3.3776,-1.1683,3.72
4.744651,1.2722,-3.3414,-1.4478,3.86
4.756836,1.5526,-3.2507,-1.5994,3.94
4.777044,1.9234,-3.4127,-1.9019,4.35
4.788375,2.1082,-3.4841,-1.9245,4.50
4.802572,2.4388,-3.5291,-1.7979,4.65
4.810957,2.6789,-3.6102,-1.8447,4.86
4.820538,2.9676,-3.6548,-2.0546,5.14
4.831319,3.1502,-3.5898,-2.2386,5.27
4.842081,3.2347,-3.4917,-2.1865,5.24
4.853332,3.2487,-3.4650,-2.1167,5.20
4.863876,3.1471,-3.5821,-1.9293,5.14
4.875254,3.0304,-3.7525,-1.7776,5.14
4.893146,2.9241,-3.9826,-1.4815,5.16
4.907270,2.7868,-4.4078,-1.1571,5.34
4.919551,2.6507,-4.3797,-1.0942,5.24
4.930208,2.5721,-4.3805,-0.8958,5.16
4.939682,2.4834,-4.4283,-0.6189,5.11
4.950532,2.3562,-4.2813,-0.3891,4.90
4.963546,2.3650,-4.0350,-0.2059,4.68
4.974554,2.3958,-3.8422,0.0442,4.53
4.985292,2.2712,-3.7233,0.1902,4.37
4.994042,2.0087,-3.6137,0.4078,4.15
5.004729,1.7537,-3.6090,0.6141,4.06
5.015691,1.9673,-3.7141,0.9903,4.32
5.027647,2.3271,-3.8043,1.4877,4.70
5.037630,2.4477,-3.7916,2.1144,4.98
5.048097,2.5182,-3.7577,2.6285,5.23
5.058864,2.4516,-3.7337,3.1836,5.49
5.069903,2.0303,-3.6132,3.6184,5.50
5.082015,1.5278,-3.5847,4.0121,5.59
5.093002,0.8619,-3.6975,4.4589,5.86
5.102263,0.1981,-3.8437,4.7697,6.13
5.113599,-0.2180,-3.9664,5.0056,6.39
5.123830,-0.2784,-3.9883,5.3223,6.66
5.136500,-0.3657,-3.7877,5.6632,6.82
5.146607,-0.7195,-3.5581,5.7285,6.78
5.160547,-1.2826,-3.4867,5.6058,6.73
5.171633,-1.6982,-3.5437,5.7457,6.96
5.180178,-1.8443,-3.6575,5.7841,7.09
5.189146,-1.9155,-3.6942,5.7014,7.06
5.199611,-1.9398,-3.6258,5.5484,6.91
5.215619,-1.8389,-3.6371,5.3622,6.74
5.221587,-1.6676,-3.9261,5.0888,6.64
5.233380,-1.5078,-4.3789,4.6259,6.55
5.246022,-1.4007,-4.4066,4.1949,6.24
5.262641,-1.4418,-4.0265,3.7416,5.68
5.264787,-1.7192,-3.9975,3.1958,5.40
5.275664,-1.7466,-4.2773,2.2946,5.16
5.286447,-1.5804,-4.4435,1.5168,4.95
5.297561,-2.0717,-4.3719,1.1073,4.96
5.308000,-2.7264,-4.1802,0.9233,5.08
5.318875,-2.9034,-4.3280,0.6083,5.25
5.329931,-2.6259,-4.8430,0.8330,5.57
5.340418,-2.0280,-5.1785,1.0910,5.67
5.351503,-1.2295,-4.7536,0.9512,5.00
5.363845,-0.8702,-3.9363,0.6591,4.08
5.383997,-2.4192,-3.0303,-0.1733,3.88
5.394740,-3.5670,-2.7879,-0.6482,4.57
5.406357,-4.0532,-2.5973,-1.0246,4.92
5.416439,-3.6419,-2.6505,-0.9352,4.60
5.429435,-2.6471,-3.0154,-1.2690,4.21
5.440223,-1.6943,-3.6151,-1.9062,4.42
5.451458,-1.3874,-4.1779,-2.2978,4.97
5.459869,-1.5677,-4.3170,-2.7648,5.36
5.470736,-1.5554,-3.7216,-3.2673,5.19
5.481788,-1.5280,-2.4859,-3.6592,4.68
5.493648,-1.2143,-1.0710,-3.9356,4.26
5.503170,-0.5552,-0.1834,-4.1272,4.17
5.514141,0.3120,0.2334,-4.5702,4.59
5.532437,1.1537,0.5029,-4.8171,4.98
5.535667,1.2963,0.6641,-5.1000,5.30
5.546466,1.2347,0.8976,-5.2359,5.45
5.557224,0.9922,1.0692,-5.0085,5.22
5.569400,0.2515,1.0748,-4.8269,4.95
5.579051,0.2681,1.2479,-4.9435,5.11
5.590147,0.5624,1.6894,-4.9996,5.31
5.605119,0.5907,1.9907,-4.8273,5.25
5.617023,0.7508,2.0574,-4.5793,5.08
5.622336,0.7795,1.8124,-4.5919,5.00
5.633440,0.7389,1.3517,-4.8008,5.04
5.644458,0.7049,0.8685,-4.8152,4.94
5.656766,0.7834,0.5588,-4.8176,4.91
5.667630,1.1849,0.4378,-4.6122,4.78
5.676654,1.3248,0.3594,-4.4046,4.61
5.687413,1.1083,0.1242,-4.0741,4.22
5.698414,1.0388,-0.3569,-3.5596,3.73
5.710557,0.8440,-0.9301,-2.9170,3.18
5.722246,0.7440,-1.2994,-2.8154,3.19
5.731707,1.0345,-1.6896,-2.6514,3.31
5.748630,1.2379,-2.0456,-2.5164,3.47
5.763191,1.4550,-1.8883,-2.1730,3.23
5.774106,1.2657,-1.7619,-1.7387,2.78
5.787287,1.1643,-1.8629,-1.1060,2.46
5.798920,0.8482,-2.2930,0.3070,2.46
5.809130,0.2508,-2.7141,1.6852,3.20
5.817706,-0.8768,-3.0866,3.1625,4.51
5.828348,-1.9361,-3.4169,4.4055,5.90
5.839417,-2.3374,-3.5505,5.4186,6.89
5.855633,-2.5824,-3.4607,6.9470,8.18
5.869462,-2.4375,-3.2317,7.7351,8.73
5.882628,-1.5571,-2.3429,7.9222,8.41
5.893511,-1.5963,-1.5917,7.7702,8.09
5.904294,-1.9853,-0.8597,7.5491,7.85
5.914912,-2.2555,-0.1459,6.5637,6.94
5.926995,-2.0074,0.4133,5.7243,6.08
5.938426,-1.9999,1.0639,5.0330,5.52
5.948051,-2.0863,1.8396,4.5829,5.36
5.959351,-1.8210,2.5932,4.0410,5.14
5.969220,-1.3825,3.1528,3.6854,5.04
5.980019,-1.2146,3.3186,3.6341,5.07
5.990696,-1.1608,3.1827,3.4460,4.83
6.004146,-1.2716,2.9306,3.3538,4.63
6.013846,-1.3052,2.7252,2.9230,4.20
6.025303,-1.1478,2.5536,2.7743,3.94
6.035535,-1.1535,2.4073,2.6467,3.76
6.045065,-1.2633,2.0732,2.4192,3.43
6.056282,-1.2741,1.5737,2.5182,3.23
6.069667,-1.5659,1.0983,2.5154,3.16
6.080287,-1.5786,0.6196,2.1667,2.75
6.099212,-1.1821,-0.6220,1.9996,2.40
6.110744,-1.1478,-1.1570,1.6329,2.31
6.125424,-0.8600,-1.5687,1.4030,2.27
6.135492,-0.3722,-1.8834,1.3625,2.35
