# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-06 16:15:12.802
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
31.046427,1.4989,-1.7399,1.0189,2.51
31.056911,1.3426,-1.8959,1.1442,2.59
31.071333,1.0520,-1.8040,1.2013,2.41
31.083373,0.8381,-1.4916,1.1378,2.05
31.100828,0.9470,-1.0116,1.1693,1.81
31.112518,1.3923,-1.2412,1.4247,2.35
31.124418,1.9006,-1.7038,2.2691,3.42
31.134563,2.2270,-2.0454,3.3774,4.53
31.144398,2.4350,-2.0598,4.2711,5.33
31.154399,2.4264,-1.7094,4.7984,5.64
31.165761,2.0351,-1.1155,4.8699,5.39
31.179476,1.3683,-0.6161,4.5746,4.81
31.189134,0.5876,-0.2950,3.7382,3.80
31.198273,-0.1665,-0.0335,2.9366,2.94
31.210750,-0.6398,-0.1013,2.4602,2.54
31.219893,-0.6115,-0.6100,2.2356,2.40
31.230518,-0.4350,-1.2558,2.6606,2.97
31.242525,-0.2511,-1.7223,2.9267,3.41
31.253307,0.1115,-1.8740,2.8198,3.39
31.262790,0.3876,-1.8241,2.5670,3.17
31.273838,0.4000,-1.6823,2.0982,2.72
31.285093,0.2263,-1.3164,1.5159,2.02
31.295080,-0.0234,-0.8122,0.8297,1.16
31.306455,-0.3383,-0.2734,0.2272,0.49
31.318351,-0.7534,0.1561,-0.3217,0.83
31.332469,-0.9445,0.3592,-0.8054,1.29
31.338621,-0.8813,0.4593,-1.2566,1.60
31.353673,-0.9677,0.5660,-1.5827,1.94
31.362032,-1.1530,0.6503,-1.9081,2.32
31.371534,-1.4388,0.6758,-2.1262,2.65
31.382106,-1.6715,0.6406,-2.2922,2.91
31.396242,-1.9272,0.5257,-2.3894,3.11
31.410985,-2.1408,0.3286,-2.2871,3.15
31.420114,-2.3073,0.0494,-2.1643,3.16
31.428251,-2.4345,-0.3414,-2.0144,3.18
31.436957,-2.2910,-0.6885,-1.8912,3.05
31.450466,-2.1415,-0.9399,-1.5908,2.83
31.459002,-2.0671,-1.1283,-1.2504,2.67
31.469051,-1.8330,-1.3427,-0.7978,2.41
31.480461,-1.6487,-1.4921,-0.4708,2.27
31.491969,-1.6799,-1.5341,-0.4329,2.32
31.501442,-1.8056,-1.5492,-0.3820,2.41
31.513211,-1.8375,-1.5310,-0.4104,2.43
31.534199,-2.1442,-1.4261,-0.4633,2.62
31.547733,-2.5163,-1.4219,-0.4629,2.93
31.555448,-2.7777,-1.3968,-0.3946,3.13
31.570591,-2.6904,-1.3173,-0.2746,3.01
31.580409,-2.4664,-1.1718,-0.1000,2.73
31.588239,-2.2625,-0.9853,0.0027,2.47
31.598927,-2.0798,-0.8546,-0.0420,2.25
31.609761,-1.7862,-0.7653,0.0414,1.94
31.620966,-0.9856,-0.2239,-0.0304,1.01
31.631316,0.4725,0.7849,0.2578,0.95
31.645086,3.3525,1.4431,0.0869,3.65
31.656194,6.0838,1.9666,0.8060,6.44
31.666811,4.9027,0.8891,1.1682,5.12
31.676085,1.5341,-0.1192,1.6214,2.24
31.685835,0.4952,0.1538,2.0235,2.09
31.696760,-0.1849,1.0151,1.9913,2.24
31.713459,-2.1341,1.2538,1.4016,2.84
31.718057,-3.1095,0.4271,1.2549,3.38
31.729157,-2.0815,-0.8841,1.6810,2.82
31.740140,-0.2188,-1.6216,2.2964,2.82
31.751116,1.3756,-1.4710,2.5617,3.26
31.761807,2.5924,-0.7695,2.5942,3.75
31.773638,3.2100,-0.0403,2.4334,4.03
31.787331,3.1514,0.3116,2.0059,3.75
31.800167,2.7749,0.2177,1.3612,3.10
31.805012,2.2206,-0.2351,0.6265,2.32
31.819933,1.4597,-0.9020,-0.0005,1.72
31.828157,0.8634,-1.6931,-0.4884,1.96
31.837200,0.4363,-2.4188,-0.5985,2.53
31.848150,-0.0051,-2.7617,-0.4924,2.81
31.862652,-0.2550,-2.7345,-0.3550,2.77
31.871263,-0.1061,-2.6480,-0.1270,2.65
31.884706,0.2608,-2.6780,-0.1052,2.69
31.894626,0.6092,-2.6037,-0.1462,2.68
31.904073,0.8448,-2.2781,-0.2453,2.44
31.913671,0.7397,-1.8442,-0.4110,2.03
31.930119,0.3836,-1.4451,-0.6373,1.63
31.945754,0.0230,-0.7106,-0.9523,1.19
31.959460,0.0135,-0.4082,-1.0096,1.09
31.969890,0.0993,-0.1795,-1.0348,1.05
31.979395,0.1944,0.0706,-1.0197,1.04
31.989611,0.2088,0.3011,-0.9847,1.05
32.001460,-0.0028,0.4803,-0.9628,1.08
32.010972,-0.2933,0.5760,-0.9912,1.18
32.022891,-0.5682,0.6351,-1.0283,1.34
32.036347,-0.8279,0.6694,-1.0123,1.47
32.049441,-0.8168,0.6482,-1.0189,1.46
32.054069,-0.5571,0.5138,-0.9879,1.25
32.065654,-0.3053,0.2890,-0.9100,1.00
32.078700,-0.0625,0.0864,-0.7752,0.78
32.095888,0.0321,-0.0793,-0.6112,0.62
32.108507,-0.1632,-0.2335,-0.3637,0.46
32.119539,-0.2416,-0.2362,-0.2530,0.42
32.130162,-0.2848,-0.2474,-0.1072,0.39
32.142065,-0.4080,-0.3010,-0.0897,0.51
32.153223,-0.4271,-0.3136,-0.1249,0.54
32.162740,-0.2831,-0.2485,-0.1962,0.42
32.173626,-0.0463,-0.1340,-0.2758,0.31
32.185911,0.1573,-0.0696,-0.2540,0.31
32.195599,0.1577,-0.0153,-0.1178,0.20
32.205875,0.1949,-0.0091,-0.1396,0.24
32.220043,0.3604,-0.0187,-0.2425,0.43
32.229634,0.6522,-0.0209,-0.2490,0.70
32.238980,0.9655,-0.0529,-0.2492,1.00
32.251655,1.0149,-0.1368,-0.2125,1.05
32.262422,1.0803,-0.1742,-0.1302,1.10
32.272100,1.2538,-0.1524,-0.0627,1.26
32.287361,1.2758,-0.1283,-0.0693,1.28
32.303618,1.2196,-0.0339,-0.1413,1.23
32.321999,1.2203,0.1083,-0.2057,1.24
32.325156,1.1684,0.3401,-0.1797,1.23
32.336171,1.1277,0.6160,-0.0920,1.29
32.346709,1.0562,0.8150,-0.0036,1.33
32.362154,0.9094,0.8663,-0.0145,1.26
32.368501,0.8314,0.7468,-0.0559,1.12
32.379091,1.2137,0.7317,-0.5773,1.53
32.390235,1.9175,0.6707,-1.1253,2.32
32.402326,2.3901,0.5175,-0.9066,2.61
32.422082,2.6015,-0.0484,-0.3426,2.62
32.433819,1.7257,-0.1039,1.3557,2.20
32.447520,1.0818,0.2284,1.3008,1.71
32.459163,0.7095,0.5223,1.1412,1.44
32.469603,0.3657,0.3782,0.8540,1.00
