# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-06 16:05:56.465
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
19.226696,1.1088,1.8258,-3.5469,4.14
19.239811,-0.5744,1.9071,-2.9637,3.57
19.250888,-2.3817,2.4808,-1.8700,3.91
19.259965,-3.6773,2.7909,-2.2484,5.13
19.273763,-4.1048,3.2290,-2.4121,5.75
19.284002,-4.9343,3.3361,-0.5453,5.98
19.292472,-4.5194,2.3260,-0.1367,5.08
19.303143,-2.4044,1.8294,-0.9499,3.17
19.316668,-1.5117,2.6821,-1.2275,3.31
19.328611,-0.2237,3.0640,-1.2899,3.33
19.339901,1.7166,2.5237,-1.0971,3.24
19.348996,2.6843,1.9532,-0.8747,3.43
19.357086,2.6387,1.8460,-1.0179,3.38
19.368168,1.8970,2.0258,-1.3815,3.10
19.382377,0.8809,2.0112,-1.5201,2.67
19.394168,0.1654,1.8031,-1.7335,2.51
19.400296,-0.9808,2.1911,-2.3588,3.37
19.414896,-1.9182,2.5770,-1.8343,3.70
19.423022,-1.6112,2.2162,-1.6341,3.19
19.433116,-0.5382,1.3082,-1.3880,1.98
19.443994,-0.0043,1.1184,-1.6066,1.96
19.457031,0.2998,1.7953,-2.4375,3.04
19.468720,1.1748,2.3397,-2.9458,3.94
19.490284,2.6863,2.4114,-1.9435,4.10
19.499410,2.3399,2.8534,-1.6237,4.03
19.509269,0.2414,3.4951,-2.0811,4.07
19.524076,-1.1757,2.5531,-0.7495,2.91
19.534571,-1.8094,-1.3029,3.5096,4.16
19.541815,-1.6761,-4.5353,4.1457,6.37
19.554048,-1.6863,-3.0836,1.7881,3.94
19.563563,0.8548,0.8409,-1.9552,2.29
19.573792,4.9584,2.7870,-4.3528,7.16
19.585762,1.8722,1.8399,-3.2946,4.21
19.597602,-0.3778,-1.8689,-0.1794,1.92
19.617295,1.7242,-3.1389,3.5379,5.03
19.632979,-0.6679,-3.2578,3.0076,4.48
19.644006,-2.0994,-4.2084,2.7506,5.45
19.653202,-1.8759,-4.7986,2.2888,5.64
19.663762,-0.0407,-5.0170,1.7143,5.30
19.671738,1.9633,-5.0590,1.2606,5.57
19.682143,3.2983,-5.0485,1.0425,6.12
19.693117,4.5597,-4.5348,2.4922,6.90
19.707263,4.6036,-3.1109,2.9925,6.31
19.721246,3.6047,-1.9059,2.5603,4.81
19.736602,1.2118,0.0063,1.6278,2.03
19.748093,0.5956,0.8598,1.2914,1.66
19.758267,0.5133,1.6846,1.0969,2.07
19.769024,0.6068,2.2559,1.5430,2.80
19.784741,0.7677,2.6321,2.0024,3.40
19.790679,0.6206,2.9471,2.0361,3.64
19.801383,0.9761,3.2561,1.5361,3.73
19.814479,1.3526,3.1980,0.5626,3.52
19.824157,0.9096,2.8349,0.0661,2.98
19.833785,0.7798,2.5893,-0.4136,2.74
19.847830,1.0923,2.2750,0.0119,2.52
19.857490,1.1187,1.3360,1.1969,2.11
19.866794,0.7875,0.0498,1.0691,1.33
19.877228,1.7419,-0.9551,1.0037,2.23
19.894362,3.3003,-2.4307,1.4963,4.36
19.906920,1.3205,-3.1499,1.1841,3.61
19.915410,-1.2971,-2.7994,1.2017,3.31
19.931862,-1.2350,-3.3045,2.0056,4.06
19.942972,0.3746,-3.6502,2.5468,4.47
19.958920,1.5628,-3.3153,3.5032,5.07
19.967449,0.9423,-2.5461,4.1829,4.99
19.975134,0.4810,-2.3471,3.2015,4.00
19.989591,1.2363,-2.1672,1.9245,3.15
19.997322,1.0124,-1.3487,1.0764,2.00
20.007139,1.1540,-0.8125,0.7124,1.58
20.018222,1.6738,-0.7493,0.8096,2.00
20.031169,1.3870,-0.7234,1.0375,1.88
20.043237,0.5712,-0.6789,0.8495,1.23
20.055326,1.2195,-1.0723,1.4451,2.17
20.065670,2.2973,-1.3317,1.8625,3.24
20.083360,1.9741,-1.0244,1.1520,2.50
20.103903,2.4147,-1.1094,1.0032,2.84
20.106021,2.7604,-1.2740,1.3759,3.34
20.115710,2.4935,-1.3550,1.4704,3.20
20.132177,2.4793,-1.4935,1.3562,3.20
20.138509,2.8013,-1.5603,1.4476,3.52
20.148510,2.3480,-1.2274,1.4318,3.01
20.158981,2.6600,-1.4432,1.6266,3.44
20.173268,3.1175,-1.7944,1.3374,3.84
20.182428,2.9361,-1.8158,0.8336,3.55
20.191681,3.1841,-1.9572,0.7684,3.82
20.206291,3.5281,-1.9880,0.9895,4.17
20.216943,3.1840,-1.5284,0.9640,3.66
20.234832,2.3459,-0.5353,0.1046,2.41
20.247356,2.1098,-0.0997,-0.2324,2.12
20.258635,1.7000,0.3669,-0.4634,1.80
20.272497,1.1781,0.6349,-0.4542,1.41
20.279209,0.7134,0.4839,-0.4222,0.96
20.288970,0.4651,0.0994,-0.5134,0.70
20.299966,0.3224,-0.0118,-0.5837,0.67
20.318050,0.1504,0.0669,-0.5257,0.55
20.332303,0.4858,-0.1246,-0.4083,0.65
20.343311,0.7980,-0.2123,-0.2603,0.87
20.357367,1.5221,-0.1943,-0.3410,1.57
20.368670,2.3560,-0.0602,-0.7081,2.46
20.379529,1.8871,0.1002,-1.0091,2.14
20.391643,0.7924,0.6531,-0.3972,1.10
20.399431,-0.1516,1.2404,-0.4409,1.33
20.411582,0.3195,1.4549,-0.7747,1.68
20.427109,0.5559,1.4228,-0.3176,1.56
20.435355,0.7683,1.3002,-0.0860,1.51
20.440447,0.8073,1.2229,-0.5854,1.58
20.451772,1.0692,1.3205,-0.8602,1.90
20.463583,1.7392,1.2203,-0.6353,2.22
20.474756,1.5343,0.9804,-0.5171,1.89
20.488509,0.8990,0.8181,-0.3474,1.26
20.499651,0.7886,0.8003,-0.1037,1.13
20.516430,0.7973,0.7176,0.4960,1.18
20.532915,0.5912,0.4588,0.7106,1.03
20.544861,0.5858,0.3133,0.9773,1.18
20.549433,0.6673,0.4600,1.2450,1.49
20.564986,0.5367,0.7145,1.4386,1.69
20.572326,0.4481,0.8744,1.3703,1.69
20.581599,0.5551,0.9515,1.3278,1.73
20.592660,0.7194,1.1046,1.3663,1.90
20.607599,0.7629,1.2625,1.4271,2.05
20.614457,0.8678,1.3536,1.5748,2.25
20.626096,1.1297,1.4161,1.6715,2.46
20.638971,1.3130,1.3637,1.7852,2.60
20.650061,1.1828,1.1709,1.8473,2.49
20.663290,1.1856,0.9329,2.0107,2.51
20.669958,1.1289,0.7148,2.2416,2.61
20.679045,1.0298,0.5701,2.3855,2.66
20.690120,1.0075,0.5388,2.5108,2.76
20.700815,1.1902,0.5479,2.7264,3.02
20.712422,1.2336,0.3081,2.8600,3.13
20.723695,1.0714,-0.3121,2.7951,3.01
20.737532,1.2075,-0.9248,2.7399,3.13
20.746002,1.1696,-1.2594,2.8677,3.34
20.769833,0.6874,-1.3547,2.9233,3.29
20.787666,-0.2329,-0.9657,3.1280,3.28
20.798426,-0.3027,-0.8106,3.0543,3.17
20.809458,-0.2902,-0.6712,3.0673,3.15
20.822468,-0.2825,-0.8331,3.1133,3.24
20.830856,-0.3019,-1.0743,2.9938,3.20
20.841333,-0.1497,-1.0968,2.9030,3.11
20.854652,0.1310,-1.3439,2.7286,3.04
20.864587,0.3633,-1.7619,2.4677,3.05
20.873958,0.3664,-1.8631,2.3149,2.99
20.887866,0.3703,-1.7603,2.2592,2.89
20.897463,0.3200,-1.7756,2.2931,2.92
20.906344,0.3354,-2.0009,2.2803,3.05
20.917306,0.3029,-2.4101,2.2015,3.28
20.932320,0.2693,-3.1851,1.9996,3.77
20.950102,-0.0804,-4.0177,1.2833,4.22
20.965534,-0.1512,-3.7805,0.9571,3.90
20.975708,0.0213,-3.5930,0.7828,3.68
20.988598,0.1583,-3.5219,0.3855,3.55
20.996886,0.1084,-3.4519,0.0897,3.45
21.003997,0.0994,-3.5435,-0.0927,3.55
21.015393,-0.0141,-3.7073,-0.3926,3.73
21.027222,-0.3213,-3.8114,-0.7428,3.90
21.040948,-0.6361,-3.8364,-1.0322,4.02
21.049037,-0.8244,-3.8437,-1.0310,4.06
21.058199,-0.9711,-3.7993,-0.9701,4.04
21.072703,-0.7871,-3.7481,-1.1829,4.01
21.086377,-0.6703,-3.6911,-0.8872,3.85
21.096307,-1.0892,-3.5466,-1.1135,3.87
21.104219,-0.8970,-3.5602,-1.4677,3.95
21.112798,-0.8057,-3.5952,-1.3497,3.92
21.123204,-0.8234,-3.6026,-1.3444,3.93
21.134235,-0.8275,-3.6116,-1.2704,3.92
21.149419,-0.9136,-3.5760,-1.1659,3.87
21.156025,-0.9438,-3.4388,-1.1525,3.75
21.166845,-1.1147,-3.1854,-1.2718,3.61
21.179792,-1.2352,-2.8001,-1.3839,3.36
21.190643,-1.2790,-2.4784,-1.3369,3.09
21.203262,-1.3080,-2.3557,-1.2699,2.98
21.212984,-1.3754,-2.2833,-1.2290,2.94
21.221665,-1.4508,-2.0704,-1.3437,2.86
21.231762,-1.6065,-1.8233,-1.4962,2.85
21.242486,-1.7692,-1.6654,-1.5466,2.88
21.254481,-1.8416,-1.6032,-1.5399,2.89
21.265920,-1.8263,-1.5511,-1.4789,2.82
21.278551,-1.8982,-1.4791,-1.5222,2.85
21.287925,-2.0658,-1.3679,-1.5974,2.95
21.296812,-2.3720,-1.1804,-1.6801,3.14
21.307724,-2.6334,-0.9540,-1.7067,3.28
21.321922,-2.8198,-0.6969,-1.6916,3.36
21.333257,-2.9556,-0.4712,-1.6907,3.44
21.351224,-3.3094,-0.0459,-1.5680,3.66
21.366471,-3.4383,0.1033,-1.4951,3.75
21.372834,-3.4800,0.1721,-1.3672,3.74
21.387915,-3.5621,0.2034,-1.2990,3.80
21.395362,-3.7688,0.2376,-1.3967,4.03
21.406106,-3.9456,0.2612,-1.3282,4.17
21.416073,-3.7651,0.1827,-1.3630,4.01
21.429859,-3.7669,0.2166,-1.4543,4.04
21.441012,-3.8080,0.2217,-1.4128,4.07
21.453957,-3.6125,0.1399,-1.4669,3.90
21.470410,-3.4886,0.0430,-1.5528,3.82
21.481042,-3.4869,0.0105,-1.5735,3.83
21.492333,-3.4558,-0.0595,-1.6021,3.81
21.503956,-3.3498,-0.1158,-1.6423,3.73
21.513690,-3.1444,-0.1792,-1.6592,3.56
21.524476,-2.9428,-0.3129,-1.7481,3.44
21.536307,-2.7677,-0.4706,-1.7627,3.31
21.545863,-2.5628,-0.6255,-1.8082,3.20
21.566067,-2.3752,-0.7519,-1.9341,3.15
21.578758,-2.0568,-0.8006,-2.4048,3.26
21.589249,-1.8859,-0.9464,-2.5446,3.31
21.600224,-1.6689,-1.1012,-2.5660,3.25
21.613051,-1.3132,-1.2529,-2.5543,3.13
21.624553,-0.9309,-1.4973,-2.6291,3.17
21.635896,-0.6678,-1.8026,-2.8626,3.45
21.645272,-0.4644,-2.0114,-3.2671,3.86
21.654572,-0.2016,-2.0579,-3.5363,4.10
21.667375,0.1850,-2.0037,-3.9231,4.41
21.677368,0.7133,-1.8920,-4.2444,4.70
21.686917,1.1024,-1.9832,-4.2917,4.85
21.698187,1.3132,-2.3009,-4.5134,5.23
21.710875,1.6007,-2.5306,-4.7258,5.59
21.720365,1.9076,-2.5602,-4.9651,5.90
21.730260,2.0998,-2.5149,-5.3142,6.24
21.741225,2.2986,-2.7079,-5.5217,6.57
21.752440,2.6258,-3.1756,-5.4944,6.87
21.762766,2.7949,-3.6520,-5.3986,7.09
21.773791,2.8706,-4.0006,-5.3653,7.28
21.790887,2.9177,-4.2263,-5.5469,7.56
21.806127,2.7278,-4.5787,-5.8087,7.88
21.816991,2.6813,-4.6825,-5.8623,7.97
21.828488,2.8669,-5.0208,-5.8341,8.21
21.838609,2.8551,-5.7194,-5.7816,8.62
21.849685,2.8234,-6.4688,-5.8352,9.16
21.861177,2.8156,-7.1342,-6.0718,9.78
21.871052,2.6892,-7.5738,-6.1048,10.09
21.883046,2.7670,-7.9325,-6.1917,10.44
21.894528,2.7097,-8.4455,-6.0234,10.72
21.903582,2.5364,-9.2850,-5.5254,11.10
21.914213,2.0829,-10.3530,-5.5394,11.93
21.929735,1.7292,-11.1612,-5.6416,12.62
21.940124,1.4903,-11.4209,-5.2985,12.68
21.946986,1.4964,-11.7131,-4.7123,12.71
21.957863,1.0536,-11.9567,-4.2858,12.75
21.972253,0.3618,-12.0295,-3.5649,12.55
21.985549,-0.3390,-12.2987,-2.7553,12.61
21.995332,-0.8527,-12.8709,-2.1944,13.08
22.003053,-1.1690,-13.2644,-1.5011,13.40
22.012189,-1.5136,-13.3374,-0.9193,13.45
22.022943,-2.3173,-13.3819,-0.4537,13.59
22.038889,-3.5879,-13.0602,0.2274,13.55
22.045641,-4.7903,-12.9120,0.8144,13.80
22.055696,-5.5635,-12.8774,1.2814,14.09
22.066138,-6.1999,-13.2609,1.5735,14.72
22.077617,-6.5695,-13.0253,1.8679,14.71
22.088604,-6.7071,-12.1534,2.1410,14.05
22.099036,-6.9369,-12.0769,2.3514,14.12
22.110932,-7.3317,-12.3373,2.5078,14.57
22.120982,-8.0650,-12.2388,2.5695,14.88
22.131045,-8.8733,-12.0377,2.5315,15.17
22.146074,-9.2157,-11.6897,2.7236,15.13
22.156636,-9.2144,-11.3891,3.0961,14.97
22.164424,-9.2349,-11.1304,3.3317,14.84
22.182926,-9.0444,-10.7228,3.2846,14.41
22.196184,-8.2617,-9.4804,3.2470,12.99
22.210091,-7.8823,-8.8271,3.1115,12.24
22.219235,-7.6284,-8.2216,2.8601,11.57
22.228772,-7.1822,-7.6894,2.9226,10.92
22.239429,-6.8389,-7.1828,3.2977,10.45
22.254226,-6.8163,-6.7026,3.5406,10.19
22.265211,-6.9151,-6.2811,3.6833,10.04
22.272087,-6.6277,-5.5915,3.4687,9.34
22.286132,-6.0206,-4.9365,3.4286,8.51
22.293878,-5.4820,-4.6135,3.5095,7.98
22.305638,-4.9684,-4.4284,4.2298,7.89
22.320880,-4.3221,-3.9578,4.7845,7.57
22.331108,-3.9218,-2.9958,4.5951,6.74
22.337321,-3.8812,-1.8116,4.6476,6.32
22.347984,-3.8172,-0.5913,4.5215,5.95
22.363865,-3.0146,0.4755,4.5680,5.49
22.376806,-1.8802,1.5147,4.7425,5.32
22.384534,-0.8406,2.5827,5.3815,6.03
22.394377,-0.4432,3.7729,5.8361,6.96
22.412848,-0.8543,6.6883,6.4590,9.34
22.424068,-1.5257,8.0082,7.2566,10.91
22.436984,-2.2652,9.2732,7.5627,12.18
22.446674,-2.8904,10.6810,7.7412,13.50
22.459699,-2.4086,12.1322,7.6788,14.56
22.468345,-1.2401,13.1960,8.0988,15.53
22.477853,-1.7496,13.5478,8.7788,16.24
22.488915,-2.4671,12.9977,8.6214,15.79
22.502784,-1.8444,11.6424,8.2471,14.39
22.514012,-1.3209,10.0206,8.6691,13.32
22.532251,-0.8009,8.4595,7.8433,11.56
22.546077,-0.7479,8.9533,6.3071,10.98
22.558777,-0.2037,9.0849,5.6616,10.71
22.569102,-0.6758,8.5051,5.9837,10.42
22.577247,-1.5248,7.3651,7.4179,10.56
22.586088,-1.0834,5.7781,8.9391,10.70
22.596991,-2.2763,4.2799,10.9832,12.01
22.616307,-6.0463,2.7054,13.1371,14.71
22.626871,-10.8299,0.1585,14.8024,18.34
22.642976,-31.7282,-13.2819,16.0677,37.96
22.651753,-38.8201,-21.7742,16.7123,47.54
22.663591,-34.9271,-26.0891,20.1283,48.02
22.673416,-31.2192,-31.0349,19.6287,48.20
22.684428,-30.2337,-42.6156,17.3830,55.07
22.695081,-24.9242,-63.4098,11.8093,69.15
22.705527,-13.4132,-86.1287,4.0752,87.26
22.719744,4.0228,-99.5016,-4.5832,99.69
22.730465,23.4977,-100.9253,-15.8141,104.82
22.738023,42.5458,-88.7101,-28.1470,102.33
22.751241,54.1010,-67.1629,-32.3168,92.10
22.759537,56.0687,-47.2018,-25.8072,77.70
22.770391,41.5186,-29.2096,3.1077,50.86
22.781510,-4.3178,-35.6820,48.4919,60.36
22.797422,-31.0938,-45.1552,-28.1066,61.61
22.807113,-28.2240,-58.8285,4.5862,65.41
22.828810,-33.0072,-38.7535,-10.0104,51.88
22.838894,-13.4363,-48.3500,-11.0208,51.38
22.846238,-8.5928,-54.4930,-5.9933,55.49
22.861148,-1.6005,-47.7564,-6.6916,48.25
22.869085,4.3873,-43.4984,-7.1130,44.29
22.878539,3.2775,-43.5985,-7.1600,44.30
22.889930,-1.6852,-42.6480,-10.3976,43.93
22.903750,-2.8063,-37.0698,-15.2971,40.20
22.914945,-2.4456,-30.4893,-17.5741,35.28
22.926421,-1.5376,-24.8024,-17.4283,30.35
22.935979,0.3166,-21.8327,-18.2680,28.47
22.943771,3.4736,-22.8649,-19.7060,30.38
22.954471,7.6268,-25.0163,-20.0530,32.96
22.970741,12.5387,-27.0991,-20.1055,36.00
22.987396,11.8420,-31.7825,-20.0754,39.41
22.998062,9.4207,-33.6013,-20.8908,40.67
23.010036,9.7467,-34.9730,-23.4298,43.21
23.019924,9.4477,-35.9405,-27.6460,46.32
23.030592,8.7380,-34.1585,-29.9823,46.28
23.045811,7.4098,-31.6277,-28.9751,43.53
23.056814,7.0063,-29.9805,-27.4431,41.24
23.063024,7.9947,-27.7851,-26.2298,39.04
23.076867,7.2679,-24.6184,-24.8602,35.73
23.086072,4.5725,-20.2988,-24.0103,31.77
23.095447,1.8273,-15.6223,-22.0179,27.06
23.106562,0.3081,-9.8763,-20.0576,22.36
23.128124,-0.0757,-4.0951,-17.3410,17.82
23.141918,1.3083,1.2542,-12.5829,12.71
23.151660,1.8885,2.2911,-11.4706,11.85
23.160774,1.5425,3.3784,-8.6287,9.39
23.172956,1.8489,3.5691,-5.1114,6.50
23.184539,0.9105,3.5725,-4.8857,6.12
23.199989,-2.8770,4.2736,-4.7978,7.04
23.203989,-5.4888,5.5855,-4.1934,8.88
23.219632,-6.2328,6.9524,-3.4727,9.96
23.227239,-6.6292,8.0093,-3.2407,10.89
23.236615,-6.6603,8.4825,-2.6593,11.11
23.247430,-6.1459,8.2235,-1.5379,10.38
23.260907,-5.0029,7.5497,-1.1277,9.13
23.272188,-4.0135,7.2545,-1.5430,8.43
23.279659,-3.0108,7.7569,-1.8498,8.52
23.294266,-3.4208,8.6560,-1.2169,9.39
23.304324,-5.1966,8.9728,-0.0306,10.37
23.312383,-6.3805,8.3697,0.4899,10.54
23.325408,-7.2353,7.4080,1.5571,10.47
23.334746,-6.9630,6.9120,1.3192,9.90
23.346000,-5.6975,7.1244,-0.1982,9.12
23.359635,-3.5393,7.3616,0.2173,8.17
23.377531,4.4502,3.4735,7.3597,9.28
23.389663,7.3097,-0.6678,9.3002,11.85
23.401557,7.9499,-4.7108,8.4378,12.51
23.410597,8.4597,-8.2236,8.5111,14.55
23.420858,10.6541,-10.4227,9.8103,17.84
23.441306,13.3895,-11.0284,7.6141,18.94
23.453152,16.5791,-11.3416,6.2072,21.02
23.464098,12.6458,-15.2042,5.9431,20.65
23.476951,9.5528,-15.2721,7.1013,19.36
23.486055,10.2474,-13.5730,7.6788,18.66
23.498379,9.5566,-12.4850,7.2293,17.31
23.509277,6.7797,-11.1124,5.3148,14.06
23.518190,5.0930,-8.6340,3.6816,10.68
23.531620,3.8339,-5.9185,2.4621,7.47
23.542864,2.9281,-4.3962,1.2142,5.42
23.552266,2.6808,-3.2118,0.2730,4.19
23.561447,1.1367,-1.5309,-0.1140,1.91
23.572495,-1.1346,-0.9714,2.1792,2.64
23.585196,-2.8785,-1.4551,3.9734,5.12
23.596943,-3.0727,-1.0089,3.4122,4.70
23.606604,-1.9353,0.4530,2.5750,3.25
23.617781,-0.5963,1.4696,1.7786,2.38
23.626819,-0.3058,1.3534,1.0180,1.72
23.637455,-0.2068,0.5435,0.6819,0.90
23.652889,0.2975,-0.2198,0.6418,0.74
23.664265,0.1287,-0.5485,0.8424,1.01
23.683884,-1.6201,-0.4290,-0.0259,1.68
23.691961,-2.6468,-0.4318,-0.7655,2.79
23.702492,-2.9417,-0.2097,-1.3555,3.25
23.713068,-2.9559,0.2333,-1.2511,3.22
23.727594,-3.8248,0.7320,-0.8383,3.98
23.739056,-4.8264,1.1542,-1.0464,5.07
23.750025,-5.2629,1.6556,-1.3351,5.68
23.759107,-5.3489,2.3057,-1.8561,6.11
23.767832,-5.9005,3.1716,-2.2457,7.07
23.778770,-6.9438,3.8868,-1.9969,8.20
23.793677,-7.8556,4.1797,-1.8839,9.10
23.804311,-8.1524,4.2878,-1.9169,9.41
23.821682,-9.1149,3.8010,-1.5814,10.00
23.838705,-8.6375,3.5088,-1.4459,9.43
23.847627,-7.5378,2.8700,-0.4981,8.08
23.858628,-6.7333,2.3088,-0.0629,7.12
23.867665,-6.4837,2.4213,-0.0876,6.92
23.875992,-6.8373,2.8617,-0.3754,7.42
23.886789,-7.2318,3.0670,-0.6124,7.88
23.902363,-7.5287,2.6126,-0.3195,7.98
23.914357,-7.6863,1.9540,0.0068,7.93
23.934323,-6.9285,1.0338,-0.0156,7.01
23.944779,-3.3440,0.9032,0.0912,3.47
23.951616,0.2836,0.7936,1.5093,1.73
23.964362,0.6974,-0.4019,3.1145,3.22
23.976064,1.1847,-3.1628,5.3970,6.37
23.985942,3.8901,-5.9792,6.3100,9.52
23.995123,6.7379,-7.2550,6.8784,12.06
24.011216,9.0652,-7.5650,7.1535,13.81
24.020783,9.6091,-7.6342,7.2148,14.24
24.027351,8.9908,-7.6683,6.6544,13.56
24.038484,7.8954,-6.8530,5.9570,12.03
24.052749,6.0945,-5.6062,5.3130,9.84
24.063786,4.5920,-4.6752,4.6245,8.02
24.071208,4.4909,-3.8596,3.9355,7.11
24.083630,4.6260,-2.4500,3.2971,6.19
24.092794,4.5097,-0.6344,2.2084,5.06
24.103540,4.2562,0.8990,1.1334,4.50
24.117694,3.7449,2.2841,0.0744,4.39
24.129009,2.9707,3.6147,-0.9207,4.77
24.150055,1.5695,5.8730,-2.7418,6.67
24.158267,1.0362,6.2168,-3.4378,7.18
24.168708,0.4691,6.0937,-3.7475,7.17
24.179338,0.5347,5.6202,-3.7137,6.76
24.192957,1.5240,4.7607,-3.0630,5.86
24.204165,3.0357,3.4840,-2.5404,5.27
24.216761,4.8934,1.8904,-2.2126,5.69
24.232322,6.6888,0.1928,-2.2365,7.06
24.244202,9.2958,-3.0390,-2.4281,10.08
24.256826,9.0998,-3.6091,-2.6339,10.14
24.266299,7.6115,-3.4868,-2.7407,8.81
24.276699,5.7963,-3.2776,-2.9756,7.29
24.287952,4.4641,-3.1764,-3.1159,6.30
24.300378,3.8902,-2.7965,-3.1480,5.73
24.311558,3.7092,-2.0218,-3.1988,5.30
24.325060,3.2975,-1.1487,-3.2433,4.77
24.334387,2.5895,-0.2262,-3.3194,4.22
24.342089,1.5043,0.9016,-3.3211,3.76
24.353037,-0.0403,2.0910,-3.1529,3.78
24.366654,-2.0378,3.2767,-3.1744,5.00
24.375635,-3.9602,4.4275,-3.2448,6.77
24.385657,-5.3436,5.4320,-3.3879,8.34
24.395994,-6.2829,6.4346,-3.8950,9.80
24.410073,-6.9842,7.4354,-4.0785,10.99
24.420977,-7.4512,8.1789,-3.7979,11.70
24.433764,-7.5138,8.5517,-3.3385,11.86
24.450262,-6.9107,8.3590,-1.7673,10.99
24.463558,-6.6706,8.0718,-1.3120,10.55
24.475353,-6.7460,7.8815,-1.0613,10.43
24.484195,-7.0808,7.7464,-1.0312,10.55
24.493771,-7.4384,7.5371,-1.3277,10.67
24.504522,-7.5099,7.2101,-1.4536,10.51
24.517411,-7.6945,6.8156,-1.3596,10.37
24.528333,-7.7413,6.3714,-1.2114,10.10
24.541228,-7.2002,5.9718,-0.4167,9.36
24.550972,-6.3042,5.5044,0.3345,8.38
24.558820,-4.7453,4.8570,1.1488,6.89
24.569507,-2.8932,4.4014,1.6266,5.51
24.585902,-0.8689,4.2614,2.3593,4.95
24.601794,3.6609,2.1919,4.2529,6.02
24.619463,4.6860,0.5346,5.8667,7.53
24.623604,5.1607,-1.6395,6.3670,8.36
24.635074,7.6291,-4.4232,5.0318,10.15
24.646131,11.9199,-5.7332,3.6360,13.72
24.656023,15.8300,-5.4972,3.3230,17.08
24.667090,16.9768,-5.0994,2.1306,17.85
24.680246,16.1018,-5.9595,2.1235,17.30
24.690819,15.9186,-7.5013,0.9334,17.62
24.699312,17.7900,-7.5204,-0.3344,19.32
24.710567,17.5694,-7.5157,-0.3706,19.11
24.724012,15.7745,-6.8824,0.7249,17.23
24.733302,16.5269,-5.7564,2.3295,17.66
24.742813,16.8671,-4.2624,2.0490,17.52
24.753461,13.8366,-1.6373,1.3374,14.00
24.766479,11.1176,0.1166,0.1071,11.12
24.777570,9.8434,0.3349,-1.2749,9.93
24.791946,9.1372,0.4370,-2.5099,9.49
24.798756,7.3922,1.1202,-2.9252,8.03
24.808186,5.1294,1.8803,-4.0739,6.81
24.818826,1.8223,2.6358,-4.3913,5.44
24.835475,-2.2619,2.6571,-4.2578,5.51
24.842011,-4.2744,1.7898,-4.4332,6.41
24.851397,-4.9185,2.4230,-4.7856,7.28
24.862189,-6.3393,4.9985,-5.4693,9.75
24.876130,-8.2095,7.4937,-4.4004,11.95
24.887115,-11.2294,9.1900,-4.6667,15.24
24.894502,-12.7073,9.0618,-5.8146,16.66
24.907495,-11.3912,7.2111,-5.1947,14.45
24.916535,-9.8493,5.7114,-4.1585,12.12
24.926982,-8.0877,5.1240,-3.7057,10.27
24.945214,-4.8052,5.0251,-4.1784,8.11
24.948923,-3.6245,4.7917,-3.0761,6.75
24.959442,-4.7032,3.8872,-2.6286,6.64
24.970580,-5.6689,2.2938,-1.7937,6.37
24.982203,-6.2461,0.6303,-0.2730,6.28
24.992444,-5.9601,-0.4291,1.4333,6.15
25.006166,-5.7304,-0.9959,2.5622,6.36
25.015078,-4.2216,-1.6440,1.4985,4.77
25.025738,-3.1632,-2.1214,2.9914,4.84
25.035143,-2.6780,-3.1184,5.4290,6.81
25.046247,-2.4189,-3.8914,7.4915,8.78
25.061478,-2.2773,-2.3739,8.7820,9.38
25.078582,2.6444,0.7892,10.6855,11.04
25.092353,4.1481,0.9907,10.7387,11.55
25.103073,4.1222,0.5172,11.9438,12.65
25.115129,4.5251,0.3450,12.1302,12.95
25.124968,4.7123,-0.0431,12.7056,13.55
25.134013,4.6940,-1.4578,12.8218,13.73
25.143827,4.6566,-3.3424,12.1677,13.45
25.157384,2.1220,-4.0537,9.9964,10.99
25.168329,-1.3221,-4.2070,7.2767,8.51
25.176732,-3.7919,-4.4014,0.4612,5.83
25.189591,-2.3367,-4.9471,3.7766,6.65
25.197968,3.4303,-6.0113,-3.0401,7.56
25.208798,10.9136,-4.1775,-0.9352,11.72
25.221780,7.9309,-2.3629,-1.9569,8.50
25.231974,4.6146,-3.1182,-1.4729,5.76
25.252352,10.4058,-0.8113,0.1247,10.44
25.271223,10.4692,-0.0383,-1.2042,10.54
25.280069,9.6356,-0.8339,-1.9620,9.87
25.292093,7.3356,-0.8317,-1.8385,7.61
25.306332,5.0871,-2.4858,-2.5539,6.21
25.317092,2.8585,-3.8165,-3.0014,5.63
25.328033,1.6165,-3.8967,-4.6687,6.29
25.340309,2.2267,-2.7269,-6.1025,7.05
25.350193,2.3313,-2.1305,-6.1909,6.95
25.360321,1.5160,-2.5614,-5.1593,5.96
25.373922,1.0383,-2.9954,-3.5061,4.73
25.384539,0.5458,-2.9889,-1.9575,3.61
25.393172,-0.7994,-2.6474,-0.5887,2.83
25.407691,-2.1134,-1.9949,-0.0047,2.91
25.414746,-3.2021,-0.7322,0.0068,3.28
25.425974,-3.7290,0.9075,0.1946,3.84
25.436547,-3.4443,2.2245,0.9578,4.21
25.448407,-3.7519,3.1202,1.6057,5.14
25.458192,-4.8211,3.5003,1.8685,6.24
