# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-06 16:05:56.465
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.642995,0.0297,-0.1495,-1.9867,1.99
0.659525,-0.0788,-0.2955,-1.7152,1.74
0.675367,-0.5817,-1.1363,-1.2539,1.79
0.694119,0.0613,-1.1060,-1.5083,1.87
0.697134,0.3047,-0.4134,-1.3607,1.45
0.711180,-0.2734,-0.1733,-1.4380,1.47
0.720789,-0.2802,-0.1813,-1.2177,1.26
0.733019,0.1126,-0.2110,-1.1779,1.20
0.740479,0.4042,-0.2284,-1.1956,1.28
0.751310,0.2356,-0.3418,-1.2696,1.34
0.764838,-0.1404,-0.5684,-1.4372,1.55
0.775662,-0.4690,-0.7406,-1.3527,1.61
0.783834,-0.4443,-0.6679,-0.6223,1.02
0.799356,-0.0117,-0.6154,0.1158,0.63
0.807675,0.2629,-0.9663,0.5634,1.15
0.816491,0.2233,-1.5447,0.8728,1.79
0.827172,0.1290,-2.0495,1.0244,2.29
0.843728,0.0636,-2.3139,1.0845,2.56
0.860577,-0.4345,-2.0304,0.8564,2.25
0.878213,-0.5428,-1.3271,0.9477,1.72
0.881705,-0.3980,-0.8299,0.9033,1.29
0.892501,-0.1961,-0.7675,0.9892,1.27
0.910046,-0.0378,-0.8398,1.0986,1.38
0.914063,0.0362,-0.8929,1.1119,1.43
0.928681,0.0093,-0.9133,1.2945,1.58
0.940199,0.1221,-0.9371,1.5626,1.83
0.948271,0.3483,-0.8750,1.8196,2.05
0.957355,0.4335,-0.7096,2.0076,2.17
0.967803,0.3411,-0.5301,2.0140,2.11
0.985311,0.2302,-0.3606,1.9918,2.04
1.000378,-0.1547,0.0730,2.1355,2.14
1.020141,-0.0678,0.2373,2.1677,2.18
1.024395,0.1562,0.2653,2.2603,2.28
1.036186,0.3706,0.2571,2.2612,2.31
1.047094,0.4370,0.3320,2.2218,2.29
1.054900,0.6389,0.3686,2.3080,2.42
1.066581,0.8678,0.3861,2.4176,2.60
1.085329,1.1746,0.5436,2.5944,2.90
1.095589,1.4605,0.7940,2.7470,3.21
1.109080,1.5383,0.9236,2.8846,3.40
1.127081,1.4214,0.8319,2.9369,3.37
1.130757,1.2425,0.7251,3.0565,3.38
1.142552,1.1856,0.5521,3.0840,3.35
1.160084,1.4186,0.4158,3.0182,3.36
1.163213,1.5738,0.3831,2.9585,3.37
1.175125,1.5308,0.3210,2.7583,3.17
1.186344,1.7389,0.2404,2.6314,3.16
1.203047,2.1735,0.0682,2.4126,3.25
1.209943,2.4148,-0.1647,2.2387,3.30
1.219140,2.6539,-0.3662,2.0187,3.35
1.231391,3.6623,-0.4739,2.0433,4.22
1.240524,3.6210,-0.1386,1.4536,3.90
1.249692,3.4874,0.2377,1.1596,3.68
1.269117,3.3765,0.5415,0.5652,3.47
1.284100,3.8539,1.1153,-0.0210,4.01
1.293563,3.6167,1.3977,-0.6069,3.92
1.308934,4.0652,1.7264,-1.4148,4.64
1.317195,4.5843,2.1396,-2.4484,5.62
1.326169,5.1866,2.7712,-4.3010,7.29
1.343353,4.4908,3.6361,-5.6554,8.09
1.350257,2.5672,4.2742,-6.0480,7.84
1.357989,3.5946,3.6426,-5.3443,7.40
1.376091,4.1729,2.4398,-2.7746,5.57
1.382980,2.5224,0.5956,-0.1554,2.60
1.390841,0.0454,-0.8354,2.5054,2.64
1.401828,-4.3066,-0.9861,6.1602,7.58
1.415715,-10.5678,-0.6363,5.6639,12.01
1.423972,-15.7882,-0.4363,3.8312,16.25
1.433748,-17.1682,0.6849,-3.8225,17.60
1.451658,-7.9695,2.2788,-8.3271,11.75
1.462468,4.5415,2.6141,-5.9111,7.90
1.477152,6.4852,-3.4881,-2.6560,7.83
1.491797,4.5014,-6.8551,0.0431,8.20
1.499668,0.6969,-6.5536,1.9896,6.88
1.512248,-1.8500,-4.1058,3.4938,5.70
1.520502,-2.2123,-3.4068,3.9236,5.65
1.532222,-5.7200,-3.2037,2.8103,7.13
1.542551,-5.7957,-3.1245,1.3000,6.71
1.563026,-4.4727,-2.6556,0.7485,5.26
1.574901,-3.6797,-1.8467,1.1610,4.28
1.591057,-4.1201,-2.3759,5.4300,7.22
1.596879,-1.4611,-2.6547,1.2417,3.27
1.607186,2.6812,-1.8270,-0.6284,3.30
1.618356,4.4944,0.2991,-0.4843,4.53
1.631718,-0.3104,3.6054,-3.1189,4.78
1.640278,-5.3106,5.4923,-3.4221,8.37
1.650942,-4.4434,4.8988,-2.0131,6.91
1.667180,-3.0786,3.0593,1.3925,4.56
1.677518,-3.8144,1.0522,1.7582,4.33
1.690622,-3.0116,-0.0232,-0.0072,3.01
1.699597,-2.7324,0.2920,0.0875,2.75
1.707651,0.2040,-0.8576,0.7964,1.19
1.715862,1.7203,0.1746,-0.8603,1.93
1.734465,-0.8716,3.3201,-1.1648,3.62
1.748518,-1.9409,4.1873,-1.9353,5.00
1.759178,-0.2233,0.9128,2.2897,2.48
1.777114,1.5266,-2.3081,4.7872,5.53
1.784754,1.8271,-3.3995,3.9659,5.53
1.791825,1.8166,-3.2696,0.8270,3.83
1.808041,1.1649,-0.2866,4.5250,4.68
1.813408,-4.4388,0.9351,7.4228,8.70
1.824463,1.7284,-1.9582,4.0134,4.79
1.840184,6.7164,-2.7015,-1.2517,7.35
1.848372,4.0467,1.1063,-4.1359,5.89
1.857058,4.9188,3.2164,-2.3304,6.32
1.867566,4.9520,2.2370,0.3122,5.44
1.882899,4.1699,-0.5521,1.9698,4.64
1.892001,3.0278,-2.2228,3.1001,4.87
1.900194,0.7930,-2.1967,3.5825,4.28
1.916605,-1.9289,-2.3836,3.7212,4.82
1.927466,-2.7188,-3.3448,4.0858,5.94
1.943564,-1.1944,-4.3911,4.5773,6.45
1.959268,-1.3546,-4.7204,4.9957,7.01
1.974379,-0.4744,-5.1121,5.2834,7.37
1.976045,0.8255,-5.0880,5.5840,7.60
1.992702,1.8291,-4.5381,5.1742,7.12
1.997405,4.1755,-3.5841,4.8234,7.32
2.008711,4.7361,-2.4745,5.2959,7.52
2.025439,-0.0627,-1.6232,3.4762,3.84
2.030101,-1.7405,-1.3897,3.3876,4.05
2.043070,-0.4091,-1.7076,3.4633,3.88
2.053258,-1.1317,-1.7657,2.6758,3.40
2.062937,-2.4407,-1.8154,2.1392,3.72
2.073319,-1.9687,-1.9694,1.9316,3.39
2.084143,-0.9530,-2.2808,1.7696,3.04
2.101795,-0.4221,-2.5365,1.0843,2.79
2.117020,1.4520,-2.1308,-0.2372,2.59
2.135906,2.0215,-1.7980,-1.0562,2.90
2.139706,2.6480,-1.4805,-1.2945,3.30
2.159516,3.1170,-1.2926,-1.3770,3.64
2.160648,3.2449,-0.8641,-1.7580,3.79
2.174390,3.1740,-0.2178,-1.9952,3.76
2.183262,2.6956,0.0589,-1.3022,2.99
2.199825,1.7432,-0.4763,-0.4556,1.86
2.206833,0.5466,-0.8981,0.3992,1.12
2.214535,-1.6755,-0.1153,1.1918,2.06
2.226366,-3.7197,0.9386,0.8547,3.93
2.240591,-6.2068,1.9711,1.4368,6.67
2.248562,-9.3456,2.9782,1.3825,9.91
2.257896,-5.1222,3.6903,0.2436,6.32
2.275429,2.6712,2.3904,2.4820,4.36
2.292788,3.6078,-3.9015,-2.5673,5.90
2.303847,4.2855,-3.2039,0.4900,5.37
2.313491,3.0726,-1.5448,-3.3255,4.78
2.322709,1.6006,-1.6552,-0.9851,2.50
2.333491,-2.0935,-2.7660,0.1366,3.47
2.350630,-4.3116,-2.9939,-1.0385,5.35
2.357598,-6.7944,-1.1674,0.1935,6.90
2.367102,-4.8058,-0.7761,3.7169,6.12
2.381538,-2.9427,-2.2950,3.7900,5.32
2.389859,-4.1806,-3.4318,4.0620,6.76
2.398378,-3.6434,-3.5552,2.4720,5.66
2.409519,-1.3402,-2.5095,1.2914,3.12
2.422632,1.3801,-1.6406,1.0089,2.37
2.431306,2.7233,-1.1656,-0.9816,3.12
2.441684,-0.3495,1.7785,-2.4708,3.06
2.455414,-0.2456,2.2078,0.6975,2.33
2.474177,-0.7064,-4.5130,5.0400,6.80
2.494391,-2.3232,-3.8654,3.1056,5.48
2.499138,-3.5763,-1.8846,1.7398,4.40
2.511138,-1.3169,-1.9692,-0.8577,2.52
2.519545,-0.3443,-0.6282,1.4721,1.64
2.528668,-3.7122,1.4869,-1.0535,4.14
2.540043,-5.1702,1.6923,0.0975,5.44
2.553890,-1.4157,-0.6101,0.5961,1.65
2.561144,-0.5281,-2.0223,0.9495,2.30
2.571913,-2.3509,-2.3901,1.8539,3.83
2.582739,-2.8706,-1.9821,1.1032,3.66
2.596843,-2.2980,-1.1596,-0.5197,2.63
2.615502,-0.8098,-0.3122,-0.9976,1.32
2.633995,-1.3822,0.6951,-2.8294,3.22
2.643887,-3.3376,1.6211,-2.5203,4.49
2.653040,-6.1404,0.8605,0.7436,6.24
2.664892,-3.9545,-2.9509,1.2769,5.10
2.673917,1.1162,-7.1972,2.6403,7.75
2.681855,-0.1064,-4.6656,0.8578,4.75
2.692921,-6.0178,1.5352,-2.0778,6.55
2.706943,-2.6140,2.6058,-5.1497,6.34
2.724118,2.2289,2.4154,-7.5423,8.23
2.743946,0.0428,0.8369,-3.6755,3.77
2.746870,0.0428,-0.7570,-1.3128,1.52
2.756223,0.0062,-0.2894,-0.2353,0.37
2.774125,-1.9447,0.9327,0.3114,2.18
2.783595,-4.4094,1.1134,0.2048,4.55
2.788820,-5.1661,0.6475,-0.3390,5.22
2.801089,-4.0276,0.4565,-0.5413,4.09
2.812840,-3.0442,0.6228,-0.5022,3.15
2.821343,-1.8727,0.5436,-0.8115,2.11
2.832363,-0.2898,0.2450,-1.1512,1.21
2.849250,0.8997,0.0864,-1.3752,1.65
2.864554,2.3954,0.2658,-0.2061,2.42
2.877319,1.7346,0.4697,0.2198,1.81
2.886521,0.8199,0.6949,0.1748,1.09
2.897462,-0.2707,1.0816,-0.1755,1.13
2.911394,-1.0760,1.2310,0.4388,1.69
2.919388,-2.1865,1.2121,0.7529,2.61
2.929691,-1.8659,1.1973,0.5299,2.28
2.940313,-1.1255,1.2607,0.7785,1.86
2.951847,-0.9395,1.3696,0.9515,1.91
2.962107,-0.5019,1.5777,0.8182,1.85
2.973019,0.6434,1.8519,0.6388,2.06
2.991096,1.6356,1.9288,0.7322,2.63
3.006060,4.1272,0.7537,0.6893,4.25
3.025151,4.9639,-0.0542,0.7777,5.02
3.026586,5.6881,-0.5102,-0.8162,5.77
3.039181,6.2424,-0.6160,-2.7705,6.86
3.048899,6.4349,-0.1639,-2.7774,7.01
3.065752,6.7220,0.3851,-2.5618,7.20
3.075264,4.8151,1.1497,-1.9444,5.32
3.083802,0.0839,1.4042,-2.5037,2.87
3.092093,-1.4632,0.3307,-2.0950,2.58
3.106005,-2.3433,-1.7270,-0.3205,2.93
3.113744,-3.9862,-3.6228,-0.4692,5.41
3.130721,-5.2035,-4.2874,-0.6508,6.77
3.135489,-5.1563,-4.0477,0.3944,6.57
3.148705,-3.2190,-3.9464,1.8721,5.43
3.162937,-0.8623,-4.3925,1.8598,4.85
3.179021,6.6611,-4.1820,4.7811,9.20
3.191047,6.7636,-2.0908,1.8279,7.31
3.200458,1.6879,-0.4830,-2.1443,2.77
3.215333,-2.4004,-0.8708,-2.0298,3.26
3.222795,-0.7436,-2.8013,1.8477,3.44
3.233151,-0.7107,-3.1941,2.6580,4.22
3.245501,-3.5380,-1.6653,0.6176,3.96
3.254875,-4.6352,0.2460,-1.1228,4.78
3.266255,-4.0204,1.2078,-1.0676,4.33
3.278416,-3.7371,0.4259,-0.5108,3.80
3.287507,-3.7026,-0.8955,-0.5559,3.85
3.299906,-3.5295,-0.8225,-0.4815,3.66
3.312345,-3.4165,0.0573,-0.6809,3.48
3.322404,-3.5071,0.3387,-0.0526,3.52
3.338972,-4.1395,-0.1255,0.8699,4.23
3.357999,-3.2805,0.2824,1.3271,3.55
3.363738,-3.8309,0.2695,1.4681,4.11
3.381792,-4.5030,-0.0698,0.7222,4.56
3.386730,-4.0884,0.1130,-0.1369,4.09
3.395667,-3.3028,0.8181,0.2325,3.41
3.407983,-3.5486,0.9502,1.2131,3.87
3.420758,-1.7487,0.0538,1.7222,2.45
3.429283,1.2315,-0.6585,1.1394,1.80
3.438675,1.5510,-0.6920,0.9068,1.93
3.453523,1.0121,-0.7721,0.2840,1.30
3.462188,1.2888,-1.2492,0.4576,1.85
3.479092,2.5558,-2.1953,1.0517,3.53
3.496267,1.7367,-2.0360,-0.4401,2.71
3.504805,1.8315,-1.4084,-1.8516,2.96
3.518074,0.7373,-0.7847,-0.9897,1.46
3.528204,-0.8466,-0.9390,-1.1576,1.71
3.536127,-0.7527,-1.2164,-1.3368,1.96
3.546919,-0.6379,-0.9312,-1.0254,1.52
3.563436,-0.9807,-0.4486,-1.2890,1.68
3.569026,-1.8871,0.1361,-1.7229,2.56
3.581451,-2.5120,0.9244,-2.7809,3.86
3.594822,-2.2620,1.2852,-2.1648,3.38
3.602961,-1.1005,1.0768,-0.9361,1.80
3.612097,-0.0430,0.6991,0.6369,0.95
3.623600,-0.1161,0.6815,2.2247,2.33
3.636095,0.1264,0.8826,1.0005,1.34
3.645580,1.3008,0.8245,-0.7944,1.73
3.657062,1.0812,1.5146,-0.5320,1.94
3.669638,-1.0004,4.0136,-5.8078,7.13
3.688072,0.9320,3.2935,-3.6294,4.99
3.707626,2.2702,1.0890,-1.1205,2.76
3.713499,1.7549,0.2663,-0.8137,1.95
3.720234,1.2984,0.8021,-1.1614,1.92
3.731603,0.8819,1.0610,-1.2416,1.86
3.747848,0.2865,0.5407,-1.0052,1.18
3.753083,-0.3960,0.0575,-0.9457,1.03
3.765591,-1.0217,0.2074,-0.7187,1.27
3.778595,-1.0680,0.6665,-0.4753,1.35
3.786682,-0.7682,0.9475,-0.1989,1.24
3.796502,-0.7000,1.0380,0.0986,1.26
3.815313,-0.4535,0.9850,0.1068,1.09
3.829079,0.5257,1.3089,-0.1143,1.42
3.847185,0.8574,1.1344,-0.1981,1.44
3.850952,0.3392,0.6313,0.2460,0.76
3.861530,-0.1266,0.2449,0.0756,0.29
3.873415,-0.1493,0.0898,-0.0997,0.20
3.885974,-0.0530,-0.0772,-0.1589,0.18
3.895414,-0.3347,-0.1277,-0.3857,0.53
3.905862,-0.7557,0.1278,-0.6173,0.98
3.924120,-0.7211,0.3844,-0.6073,1.02
3.926569,-0.3376,0.4463,-0.3961,0.69
3.937080,-0.2345,0.2641,-0.0267,0.35
3.948022,-0.4465,0.0442,0.0377,0.45
3.964278,-0.5687,0.0189,-0.1106,0.58
3.970679,-0.4832,0.1816,-0.2861,0.59
3.989483,-0.3990,0.4493,-0.4400,0.74
4.002714,-0.1808,0.7432,-0.4742,0.90
4.012873,-0.0210,0.7071,-0.4881,0.86
4.030782,0.0243,0.6604,-0.6256,0.91
4.034565,0.0224,0.5498,-0.4885,0.74
4.046124,-0.1526,0.4463,-0.1996,0.51
4.057610,-0.3924,0.5497,-0.0316,0.68
4.068436,-0.2923,0.6051,0.4238,0.79
4.078477,-0.2413,0.5528,0.7904,0.99
4.088716,-0.0472,0.6033,0.5295,0.80
4.105259,-0.1629,0.8657,-0.5594,1.04
4.114661,0.3086,1.1437,-1.1922,1.68
4.124565,1.9190,1.4501,-1.2262,2.70
4.132105,1.0804,1.8558,-1.4319,2.58
4.145058,-1.0378,1.7003,-1.7673,2.66
4.154047,1.3960,0.3107,-0.6095,1.55
4.166485,2.6736,-1.2483,0.2945,2.97
4.179771,1.1586,-1.3820,-1.1694,2.15
4.198447,-1.1081,0.2634,-1.3777,1.79
4.213153,-0.7598,-0.0328,-0.9534,1.22
4.219118,-0.3602,-0.5681,-0.0943,0.68
4.231608,0.3983,-0.6840,0.9310,1.22
4.245769,-0.0280,0.0645,1.2833,1.29
4.253248,-1.5120,0.9727,0.3524,1.83
4.262510,-1.9025,1.0071,-0.4347,2.20
4.282409,-1.1232,0.5249,-0.3397,1.29
4.295124,-0.8824,0.2277,0.2922,0.96
4.315527,-0.7098,0.1740,0.0955,0.74
4.322137,-0.3894,0.1572,0.1039,0.43
4.327355,-0.6746,0.2151,0.1823,0.73
4.338472,-0.3069,0.4417,-0.6452,0.84
4.354823,-0.3724,0.4931,-0.4558,0.77
4.360817,0.6759,0.0686,0.1258,0.69
4.371013,1.7080,-0.1605,0.5669,1.81
4.388576,1.5041,-0.0178,0.9145,1.76
4.398001,1.3973,0.1196,0.7680,1.60
4.405914,1.7964,0.2916,0.6654,1.94
4.417940,1.5249,0.5928,0.3939,1.68
4.426493,0.6171,0.7823,0.0900,1.00
4.435752,0.1397,0.4710,0.4655,0.68
4.446714,-0.1075,-0.0283,0.7750,0.78
4.464168,-0.5131,-0.2697,0.4706,0.75
4.478998,-0.9937,-0.0124,0.0192,0.99
4.496866,-0.7202,-0.1767,0.1509,0.76
4.500773,-0.3879,-0.2388,0.2923,0.54
4.512669,-0.0576,-0.1309,0.3937,0.42
4.528089,-0.2146,0.0122,0.2488,0.33
4.533269,-0.3436,-0.0079,0.0913,0.36
4.544226,-0.4735,-0.0059,-0.0051,0.47
4.554842,-0.5582,0.1083,-0.1590,0.59
4.567503,-0.6888,0.1102,-0.2100,0.73
4.576605,-1.1064,0.0887,-0.3823,1.17
4.587266,-1.7377,0.0473,-0.3590,1.78
4.603651,-2.2311,-0.0396,-0.3111,2.25
4.609025,0.1579,0.0074,-0.1596,0.22
4.622045,2.8966,0.3129,0.0244,2.91
4.635145,2.7898,0.7322,-0.8542,3.01
4.652561,0.2174,0.9352,-0.4760,1.07
4.663300,1.0733,0.5624,-0.5034,1.31
4.679794,0.8115,0.6922,-0.3037,1.11
4.686293,0.2250,0.9632,-0.7305,1.23
4.695945,0.2054,1.0593,-1.0460,1.50
4.712697,0.2911,0.8333,-0.8768,1.24
4.717203,1.1257,0.4238,-0.8737,1.49
4.728747,1.3647,0.2995,-0.8860,1.65
4.739382,0.4030,0.2872,-0.7140,0.87
4.753036,-0.4383,0.1287,-0.8527,0.97
4.763898,-0.3308,-0.2130,-0.8765,0.96
4.777344,0.2318,-0.2352,-1.1302,1.18
4.793311,-0.7261,0.3153,-0.2734,0.84
4.810747,-0.7709,0.1546,-0.0658,0.79
4.815138,-0.4014,0.0252,0.4671,0.62
4.830006,-0.8422,0.2479,0.4465,0.98
4.836685,-1.4288,0.5894,0.1281,1.55
4.850992,-1.5515,0.7821,-0.0586,1.74
4.860407,-1.4565,0.7912,-0.1557,1.66
4.869478,-1.2857,0.8217,0.0105,1.53
4.881380,-0.8791,0.8076,-0.0172,1.19
4.893293,-0.3115,0.7156,-0.1072,0.79
4.901792,0.2209,0.6628,-0.0961,0.71
4.914782,0.6112,0.6199,0.0744,0.87
4.926653,0.7983,0.4985,0.2670,0.98
4.934512,0.8899,0.3939,0.5812,1.13
4.946413,0.9107,0.2993,0.8289,1.27
4.962099,0.8418,0.1889,1.0793,1.38
4.978986,0.9589,-0.0844,1.5831,1.85
4.998006,1.1847,-0.2455,1.7716,2.15
5.004364,1.2549,-0.4072,2.0952,2.48
5.010067,1.3590,-0.5015,2.2734,2.70
5.020928,1.2986,-0.4267,2.3519,2.72
5.038494,1.0918,-0.2458,2.5407,2.78
5.042691,0.8954,-0.0738,2.7637,2.91
5.053282,0.8534,0.0459,2.8920,3.02
5.071707,0.7236,0.1881,2.9528,3.05
5.075920,0.6531,0.1836,3.0070,3.08
5.086086,0.9097,-0.0416,3.0225,3.16
5.097326,0.9751,-0.3405,2.9627,3.14
5.108398,1.0432,-0.5323,2.8847,3.11
5.118368,1.2144,-0.6383,2.8406,3.15
5.129160,1.2872,-0.6763,2.7939,3.15
5.146196,1.1858,-0.6598,2.6904,3.01
5.162607,1.2139,-0.9239,2.4701,2.90
5.179747,1.0926,-1.1968,2.3684,2.87
5.183812,0.9289,-1.3022,2.2038,2.72
5.197297,1.0011,-1.2417,2.0036,2.56
5.213201,0.9151,-1.1585,1.8704,2.38
5.216172,0.7720,-1.1231,1.7609,2.23
5.229123,0.8356,-1.1681,1.5994,2.15
5.245234,0.7660,-1.3129,1.3541,2.04
5.248765,0.5711,-1.4192,1.0347,1.85
5.261547,0.4996,-1.4861,0.6887,1.71
5.278094,0.4461,-1.4957,0.3396,1.60
5.294903,0.3298,-1.3866,-0.0173,1.43
5.311182,0.2579,-1.4869,-0.2427,1.53
5.316329,0.1862,-1.6013,-0.4176,1.67
5.325450,0.1664,-1.8862,-0.3177,1.92
5.335689,0.1786,-2.5093,-0.5371,2.57
5.346136,0.0471,-3.0386,-0.8972,3.17
5.359960,-0.1203,-3.1114,-1.0761,3.29
5.368767,-0.1128,-2.9960,-1.4203,3.32
5.378737,-0.5339,-2.9081,-1.2185,3.20
5.390911,-1.0722,-2.7609,-1.5209,3.33
5.408814,-1.0860,-2.5167,-1.4417,3.10
5.421902,-1.3122,-2.2316,-1.3581,2.92
5.437030,-1.2969,-2.3776,-1.2564,2.99
5.443677,-1.1592,-2.5266,-1.2096,3.03
5.454670,-0.9624,-2.6102,-1.2443,3.05
5.469903,-0.7845,-2.6680,-1.2339,3.04
5.475940,-0.6034,-2.6800,-1.2517,3.02
5.486844,-0.4479,-2.6407,-1.0404,2.87
5.503391,-0.3100,-2.5576,-0.8652,2.72
5.508647,-0.4074,-2.4050,-0.9174,2.61
5.519523,-0.7681,-2.2525,-0.8587,2.53
5.536032,-1.2562,-2.1757,-0.8804,2.66
5.542391,-1.5897,-2.1521,-0.9817,2.85
5.551911,-1.6462,-2.0232,-0.8666,2.75
5.562330,-1.4896,-1.7859,-0.7898,2.46
5.577953,-1.3427,-1.6050,-0.6923,2.20
5.584301,-1.2190,-1.4911,-0.6217,2.02
5.594901,-1.1802,-1.3592,-0.5303,1.88
5.608693,-1.1767,-1.2319,-0.3773,1.74
5.617965,-1.2338,-1.2052,-0.2191,1.74
5.627862,-1.3543,-1.1965,-0.2105,1.82
5.641987,-1.4383,-1.0992,-0.3284,1.84
5.660231,-1.4213,-0.8085,-0.2787,1.66
5.678854,-1.3627,-0.8393,-0.2379,1.62
5.681895,-1.3518,-0.8083,-0.1311,1.58
5.692777,-1.3052,-0.7294,0.0005,1.50
5.706550,-1.2715,-0.6002,-0.0185,1.41
5.716372,-1.6694,-0.4998,0.1500,1.75
5.726235,-1.7706,-0.2182,-0.2439,1.80
5.738495,-1.7043,0.0604,-0.1873,1.72
5.749478,-2.1472,0.2343,-0.5225,2.22
5.758286,-2.0411,0.3340,-0.7388,2.20
5.768717,-1.8958,0.4839,-0.8023,2.11
5.785063,-1.9945,0.5261,-0.9144,2.26
5.800900,-2.0299,0.5073,-1.1163,2.37
5.812193,-2.1789,0.5037,-1.2396,2.56
5.829025,-2.1692,0.4685,-1.3487,2.60
5.839584,-2.1528,0.4120,-1.4299,2.62
5.850160,-2.1969,0.3567,-1.4546,2.66
5.858869,-2.1881,0.2924,-1.4522,2.64
5.866881,-2.0845,0.2359,-1.4407,2.54
5.876932,-2.1349,0.1918,-1.4092,2.57
5.895190,-2.2705,0.1240,-1.3854,2.66
5.909546,-2.5366,-0.1441,-1.4000,2.90
5.927303,-2.7576,-0.2616,-1.4328,3.12
5.932371,-2.8756,-0.3822,-1.4909,3.26
5.942183,-2.8627,-0.5014,-1.4857,3.26
5.952970,-2.8303,-0.6749,-1.4433,3.25
5.968609,-2.7054,-0.9106,-1.5214,3.23
5.974474,-2.4813,-1.1526,-1.5454,3.14
5.986259,-2.3739,-1.2949,-1.5542,3.12
6.003166,-2.2059,-1.3990,-1.5720,3.05
6.007154,-1.9249,-1.4785,-1.6204,2.92
6.020205,-1.8100,-1.5585,-1.7076,2.94
6.036620,-1.7574,-1.6134,-1.7507,2.96
6.053050,-1.0280,-1.5629,-1.8606,2.64
6.069166,-0.8295,-1.5520,-1.9193,2.60
6.072185,-0.6827,-1.6306,-1.9799,2.65
6.085378,-0.2788,-1.7430,-2.1973,2.82
6.102061,0.1984,-1.8892,-2.1915,2.90
6.105511,0.3158,-2.0549,-2.2302,3.05
6.119024,0.4074,-2.2950,-2.3150,3.29
6.126011,0.7622,-2.4671,-2.4450,3.56
6.137079,1.1331,-2.4851,-2.6294,3.79
6.153028,1.2333,-2.4094,-2.8081,3.90
6.158619,1.3020,-2.5146,-2.8664,4.03
6.169650,1.6798,-2.8186,-3.0059,4.45
6.184224,2.1159,-3.1612,-3.0851,4.90
6.193019,2.2535,-3.3169,-3.2647,5.17
6.201866,2.3405,-3.2751,-3.4020,5.27
6.216584,2.3320,-3.2029,-3.5464,5.32
6.226176,2.1563,-3.1955,-3.7909,5.41
